author_name,author_last_name,author_first_names,author_orcid,author_isni,author_scopus_id,author_links,author_default_publishing_name,author_known_as_name,affl_start_date,affl_end_date,author_uuid,author_pureid,last_modified,affl_periods,org_names,org_uuids,org_pureids,faculty_name,faculty_uuid
"Madhavji, N.",Madhavji,N.,,,,,,,2013-06-01 12:00:00.0 | 2013-07-01 00:00:00.0,2013-06-30 00:00:00.0 | 2014-08-31 00:00:00.0,46b7889a-9fbc-4bdb-9b4a-af1cbcf96bc1,3132159,2022-12-15 00:50:04.544,1/06/13 → 30/06/13 | 1/07/13 → 31/08/14,"Information Systems (IS) | Services, Cybersecurity & Safety",3dce231d-2ed4-4a1d-b683-99c9d9f3fc19 | bc931183-756b-4f92-81d8-006bda6677ce,2989465 | 2989773,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Maeki, Masatoshi",Maeki,Masatoshi,,,,,,,2023-03-01 12:00:00.0 | 2023-09-05 12:00:00.0,2023-08-16 21:30:02.105 | 2023-09-25 21:30:39.624,389faa05-5bbf-4263-bed9-ec12d86bf73c,298307080,2024-01-02 00:05:16.523,1/03/23 → 16/08/23 | 5/09/23 → 25/09/23,Applied Microfluidics for BioEngineering Research,69b5f5ff-2598-4ee1-bf96-45f7f92f4a39,163007067,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Magagna, Barbara",Magagna,Barbara,,0000000503683713,,,,,2020-05-01 12:00:00.0,2020-12-31 12:00:00.0 | 2021-01-01 12:00:00.0,ada2ab04-5a99-4be5-b8a5-996e513f6f40,188042192,2024-03-17 00:00:22.993,1/05/20 → … | 1/05/20 → 1/01/21 | 1/05/20 → … | 1/05/20 → 31/12/20,"Semantics, Cybersecurity & Services",29503759-c2d2-4862-b5b3-722765a6d799 | cdb7b4ee-0008-4204-909a-fb8b2ab11498,163007085 | 247291780,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Mahato, Rabindra",Mahato,Rabindra,,,,,,,2011-05-01 12:00:00.0,2012-04-30 12:00:00.0,e67e51bc-afd2-45e3-bb27-cfb81caecb9e,3083451,2024-02-07 23:53:14.193,1/05/11 → 30/04/12,Nano Electronics,a2600ff4-8bf8-433f-aeb3-5f1e0a3aefba,2989828,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Mahboob, M.",Mahboob,M.,,0000000419540234,,,,,2012-03-01 12:00:00.0,2016-02-29 12:00:00.0,5312177f-a87b-40c2-b503-8536f13311f9,3138610,2022-12-15 00:51:18.168,1/03/12 → 29/02/16,Telecommunication Engineering,ce0c5641-4c50-4026-a33f-7896eadb1c42,2989751,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Mahfouz, Zaher",Mahfouz,Zaher,0000-0003-2167-8809,0000000512603682,57193646284 | 57223339743,,,,2015-07-01 12:00:00.0 | 2018-01-01 12:00:00.0 | 2019-12-01 12:00:00.0 | 2020-01-01 12:00:00.0 | 2021-12-01 12:00:00.0 | 2023-12-01 12:00:00.0,2019-12-02 21:00:21.104 | 2020-03-02 21:00:20.548 | 2021-11-30 21:30:06.028 | 2022-11-30 12:00:00.0 | 2022-11-30 21:30:11.059,e5c8ecd5-f098-4262-845e-3c88244c48b0,3106387,2024-03-03 23:53:19.657,1/07/15 → 2/12/19 | 1/01/18 → 30/11/22 | 1/01/18 → … | 1/01/18 → 30/11/21 | 1/12/19 → 2/03/20 | 1/01/20 → 30/11/21 | 1/12/21 → 30/11/22 | 1/12/23 → …,Radio Systems | Telecommunication Engineering,29503759-c2d2-4862-b5b3-722765a6d799 | a3f01a48-83b6-4c7a-813e-d968af7032c0 | ae548425-3254-42e3-bfca-784724f96444 | ce0c5641-4c50-4026-a33f-7896eadb1c42,2989751 | 163006854 | 172864011 | 247291780,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4 | e5bc997a-e26d-4329-a245-53fd922b32b4
"Mahmud, K.",Mahmud,K.,,,,,,,2004-12-01 12:00:00.0,2008-11-30 12:00:00.0,45018a15-761f-4760-86b6-626a4c49f32e,3067746,2022-12-15 00:37:51.576,1/12/04 → 30/11/08,Computer Architecture Design and Test for Embedded Systems,e5d45067-054d-4406-b2f3-461d1cead95c,2989971,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Mahrof, D.H.",Mahrof,D.H.,,0000000387643975,,,,,2008-05-01 12:00:00.0,2012-04-30 12:00:00.0,f385c588-ea8e-4f37-98bf-9c68cc44c3e1,3098190,2023-07-11 00:09:54.111,1/05/08 → 30/04/12,Integrated Circuit Design,72e6492f-d9ef-4e6b-81fc-3e57907fc439,2989872,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Maijenburg, Albert Wouter",Maijenburg,Albert Wouter,,0000000396073847,36761254800,,,"Maijenburg, A. Wouter",2009-01-01 12:00:00.0 | 2009-11-23 12:00:00.0 | 2009-12-14 12:00:00.0 | 2014-02-15 12:00:00.0 | 2015-02-01 00:00:00.0,2009-01-01 12:00:00.0 | 2009-11-23 12:00:00.0 | 2013-12-13 12:00:00.0 | 2014-06-14 12:00:00.0 | 2015-07-17 00:00:00.0,236411d4-da5f-4be8-bed3-8178655e4e18,3082078,2024-04-04 00:00:44.253,1/01/09 → 1/01/09 | 23/11/09 → 23/11/09 | 14/12/09 → 13/12/13 | 15/02/14 → 14/06/14 | 1/02/15 → 17/07/15,Nano Electronics,93a65701-5794-46fa-b21c-7c114c76dd2e | 9633e6af-6a1b-4f53-a2db-8acd9a18589d | a2600ff4-8bf8-433f-aeb3-5f1e0a3aefba | ad33fcb6-fd49-4e9a-9218-7233b7c3c13d,2987793 | 2987925 | 2987991 | 2989828,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Majaars, P.",Majaars,P.,,,,,,,2007-01-01 12:00:00.0,2007-12-31 12:00:00.0,f9261532-1ab3-4cc9-abaf-e500f1217132,3055586,2022-12-15 00:35:04.751,1/01/07 → 31/12/07,Robotics and Mechatronics,8e72ef27-5382-4352-b151-27e6826edc76,2989795,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Mak, Yoeko Xavier",Mak,Yoeko Xavier,,,,,,,2019-02-01 12:00:00.0 | 2022-02-01 12:00:00.0 | 2022-06-01 12:00:00.0,2022-01-31 21:30:03.544 | 2023-04-30 21:30:08.175,4dcbe55a-d8a8-4908-a036-e5bab53440e3,88069513,2024-02-08 23:53:17.786,1/02/19 → 31/01/22 | 1/02/19 → 31/01/22 | 1/02/19 → 30/04/23 | 1/02/22 → 30/04/23 | 1/06/22 → 30/04/23,Robotics and Mechatronics,1ef24e54-8a53-4b6b-affb-2417ac4616f3 | 29503759-c2d2-4862-b5b3-722765a6d799 | 513596a7-ef31-4ba1-b801-1ac9cf83453e,163007152 | 247291780 | 247291859,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Makarenko, K.S.",Makarenko,K.S.,,,,,,,2011-04-01 12:00:00.0 | 2015-05-22 12:00:00.0,2015-03-31 12:00:00.0 | 2016-05-31 12:00:00.0,7ea26cb8-a68f-47f4-acdd-7271b6cb214f,3070022,2024-03-31 00:00:29.52,1/04/11 → 31/03/15 | 22/05/15 → 31/05/16,Biomedical and Environmental Sensorsystems | Nano Electronics,a2600ff4-8bf8-433f-aeb3-5f1e0a3aefba | e2b725df-c44b-4d81-b28c-d06b5a18ecf6,2989663 | 2989828,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Makarovic, A.",Makarovic,A.,,,,,,,1987-05-01 12:00:00.0,1991-06-01 12:00:00.0,5a1be1cc-7a79-4c3a-ac12-41f5c28c39cb,3044115,2022-12-15 00:32:22.438,1/05/87 → 1/06/91,Information Systems (IS),3dce231d-2ed4-4a1d-b683-99c9d9f3fc19,2989465,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Makri, E.",Makri,E.,,,,,,,2012-04-15 12:00:00.0 | 2013-07-01 12:00:00.0,2013-06-30 12:00:00.0 | 2014-09-30 12:00:00.0,1cd96a40-918e-4f9b-bc44-054c4f319bdc,3057311,2023-07-20 16:12:18.301,15/04/12 → 30/06/13 | 1/07/13 → 30/09/14,"Distributed and Embedded Security (DIES) | Services, Cybersecurity & Safety",0913133b-827f-4fb2-9a14-3449ab225c65 | bc931183-756b-4f92-81d8-006bda6677ce,2989586 | 2989773,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Maksimovic, Milan",Maksimovic,Milan,,0000000389440346,,,,,2006-01-01 12:00:00.0 | 2008-08-01 12:00:00.0,2008-07-31 12:00:00.0 | 2017-05-17 12:30:51.788,685fa578-722a-427d-a179-070b44fd9338,3117943,2023-11-02 23:57:45.72,1/01/06 → 31/07/08 | 1/08/08 → 17/05/17,Applied Analysis,49152bc8-4cc2-4764-8807-25dd9a409dc9 | 8c5541f9-c61f-4426-90cd-da39ff926a78,2985505 | 2989729,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Malakuti Khah Olun Abadi, Somayeh",Malakuti Khah Olun Abadi,Somayeh,,0000000390938053,,,,,2007-03-01 12:00:00.0 | 2011-06-01 12:00:00.0,2011-02-28 12:00:00.0 | 2013-05-31 12:00:00.0,883ca0a1-d971-470a-a0ae-3c31a0b7344d,3078757,2024-04-15 23:55:37.815,1/03/07 → 28/02/11 | 1/06/11 → 31/05/13,Software Engineering (SE),69b41d2f-4a54-40dd-b964-98d483d3ae1b,2989322,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Malchanau, A.V.",Malchanau,A.V.,,000000039333014X,,,,,2002-11-01 12:00:00.0,2006-10-31 12:00:00.0,9bee4523-fc61-4765-98d9-58f9f90e4b69,3118002,2022-12-15 00:47:22.928,1/11/02 → 31/10/06,Human Media Interaction,da7d35d2-b4de-4eee-856b-8008ee607e38,2989894,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Malhotra, R.",Malhotra,R.,,0000000389400504,,,,,2001-08-02 12:00:00.0 | 2003-10-01 12:00:00.0 | 2004-01-01 12:00:00.0,2003-10-01 12:00:00.0 | 2003-12-31 12:00:00.0 | 2005-09-16 12:00:00.0,011d3b37-7112-49de-b74a-387d49897916,3028085,2023-09-18 23:53:55.146,2/08/01 → 1/10/03 | 1/10/03 → 31/12/03 | 1/01/04 → 16/09/05,Design and Analysis of Communication Systems | Stochastic Operations Research,8c5541f9-c61f-4426-90cd-da39ff926a78 | f7c2017e-dfde-4f5d-8260-b534709a6607 | feb87d2b-bd3d-4343-bc74-999d4bf8a41f,2985505 | 2989762 | 2989938,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Malhotra, Shweta",Malhotra,Shweta,,,,,,,2009-11-07 12:00:00.0,2013-11-07 12:00:00.0,39e905c4-6014-48a5-9d23-8bdfdf30a937,3021253,2024-02-26 23:54:14.312,7/11/09 → 7/11/13,Biomedical Signals and Systems,2f731de9-7d2c-4959-9abb-65a8d20c7841,2989674,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Malkaoui, M.A.",Malkaoui,M.A.,,,,,,,2004-05-01 12:00:00.0,2005-03-31 12:00:00.0,00614b5f-7ac5-4fed-97ea-2a8820392343,3121184,2022-12-15 00:47:57.947,1/05/04 → 31/03/05,Telecommunication Engineering,ce0c5641-4c50-4026-a33f-7896eadb1c42,2989751,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Mamazzuman, Mir ",Mamazzuman,Mir,,,,,,,2018-05-01 12:00:00.0,2018-12-19 21:00:02.119,0a7ddeba-db9d-485a-9030-b942d4e2f4b7,58134242,2022-12-15 00:54:41.774,1/05/18 → 19/12/18,Hybrid Systems,93a8cd21-3a6a-46b8-98b7-a1b664f7f802,2989883,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Mamunuzzaman, Mir",Mamunuzzaman,Mir,,,,,,,2018-05-15 12:00:00.0,2019-05-06 21:00:53.795 | 2021-07-28 11:07:07.408,de40b8dc-7450-4f5a-9639-f4e28175c2c1,30094659,2022-12-15 00:54:08.624,15/05/18 → 6/05/19 | 15/05/18 → 28/07/21 | 15/05/18 → 28/07/21,Hybrid Systems,29503759-c2d2-4862-b5b3-722765a6d799 | 93a8cd21-3a6a-46b8-98b7-a1b664f7f802 | b7d75151-950a-4287-8f2f-d7c63ecfda20,2989883 | 163006745 | 247291780,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4 | e5bc997a-e26d-4329-a245-53fd922b32b4
"Mandal, Pranab K.",Mandal,Pranab K.,,0000000041914141,,,,,2001-09-07 12:00:00.0 | 2011-01-01 12:00:00.0 | 2012-09-01 12:00:00.0 | 2018-01-01 12:00:00.0 | 2020-02-01 12:00:00.0 | 2021-07-01 12:00:00.0 | 2022-02-01 12:00:00.0,2010-12-31 12:00:00.0 | 2012-08-31 00:00:00.0 | 2020-01-31 21:00:02.33 | 2021-11-29 21:30:41.071 | 2022-01-03 21:30:26.472 | 2022-01-31 21:30:03.88 | 2023-12-31 21:30:32.39,43d71d6f-c835-48a6-b34d-aa8f64ab82d2,3094194,2024-01-24 23:51:09.64,7/09/01 → 31/12/10 | 1/01/11 → 31/08/12 | 1/09/12 → 31/01/20 | 1/01/18 → 31/12/23 | 1/01/18 → 31/01/22 | 1/02/20 → 29/11/21 | 1/07/21 → 3/01/22 | 1/02/22 → 31/12/23,Hybrid Systems | Mathematical Systems Theory | Statistics and Probability (SP) | Stochastic Systems and Signals (SST),0d40c932-a7e1-4fe3-b39b-4cbacc7b9046 | 29503759-c2d2-4862-b5b3-722765a6d799 | 2d645ec1-6649-445f-9fe3-1a54ed5b468f | 4eb9d8b3-5cca-45db-ab5c-f5bfb35d158d | b7d75151-950a-4287-8f2f-d7c63ecfda20,2989289 | 2989300 | 163006745 | 247291780 | 274958501,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4 | e5bc997a-e26d-4329-a245-53fd922b32b4
"Mandaris, Dwi ",Mandaris,Dwi,0000-0002-3730-0803,0000000502744676,57190869973,,,,2015-01-01 12:00:00.0 | 2019-02-15 12:00:00.0,2019-02-14 21:00:04.049 | 2019-09-30 12:00:00.0,9cbd076d-49de-46ab-a41f-8deaa97cad93,3068012,2024-03-01 23:53:29.305,1/01/15 → 14/02/19 | 15/02/19 → 30/09/19,Telecommunication Engineering,ce0c5641-4c50-4026-a33f-7896eadb1c42,2989751,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Manders, Jasmijn ",Manders,Jasmijn,,,,,,,2018-11-01 12:00:00.0 | 2019-02-01 12:00:00.0,2019-01-31 12:00:00.0 | 2020-10-31 12:00:00.0,ca65b137-38b6-492f-ae47-e92eaed4ed76,67476009,2022-12-15 00:55:00.844,1/11/18 → 31/01/19 | 1/02/19 → 31/10/20,Mathematics of Operations Research | Stochastic Operations Research,04915ebb-5153-47f6-b208-b0ae5921baeb | feb87d2b-bd3d-4343-bc74-999d4bf8a41f,2989762 | 163007219,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4 | e5bc997a-e26d-4329-a245-53fd922b32b4
"Mandjes, Michel",Mandjes,Michel,,0000000114774136,,,"Mandjes, M.R.H.",,2000-10-01 12:00:00.0 | 2001-01-01 12:00:00.0,2000-12-31 12:00:00.0 | 2004-12-31 12:00:00.0,0f0623de-36c6-4f7b-bd14-67489e9bec21,3058733,2024-04-10 23:51:50.32,1/10/00 → 31/12/00 | 1/01/01 → 31/12/04,"Discrete Wiskunde, Operations Res. en Statistiek | Stochastic Operations Research",2e72cca7-214a-44a0-a1e9-24d2d55f8527 | feb87d2b-bd3d-4343-bc74-999d4bf8a41f,2989597 | 2989762,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Maneesh Khattri, M.",Maneesh Khattri,M.,,,,,,,2004-08-01 12:00:00.0,2005-03-06 12:00:00.0,3e044174-2ec3-4fab-b1af-422439f38637,3045223,2024-01-07 23:57:40.808,1/08/04 → 6/03/05,Formal Methods and Tools,bb7c0a70-cbd4-46d9-9496-2156b82d4fbb,2989905,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Mannee, Denise Christine",Mannee,Denise Christine,,,,,,,2017-12-15 12:00:00.0,2020-11-16 21:00:02.774,10042f44-afc1-476b-85e1-28c803d19c0c,20369907,2024-04-14 23:59:15.627,15/12/17 → 16/11/20,Biomedical Signals and Systems,ca36d7a1-e06d-4124-b41c-a7d897daf0c0,163007260,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Manola, L.",Manola,L.,,0000000388525014,,,,,2002-07-01 12:00:00.0 | 2006-07-01 12:00:00.0 | 2006-09-01 12:00:00.0,2006-06-30 12:00:00.0 | 2006-08-31 12:00:00.0 | 2017-05-17 12:20:43.837,cffc035f-249d-4c15-ba52-6ff7e3edcd86,3019554,2024-01-08 23:50:54.405,1/07/02 → 30/06/06 | 1/07/06 → 31/08/06 | 1/09/06 → 17/05/17,Biomedical Signals and Systems,2f731de9-7d2c-4959-9abb-65a8d20c7841 | 8c5541f9-c61f-4426-90cd-da39ff926a78,2985505 | 2989674,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Mansour, O.",Mansour,O.,,0000000397018807,,,,,2000-10-01 12:00:00.0 | 2004-10-01 12:00:00.0,2004-09-30 12:00:00.0 | 2005-05-31 12:00:00.0,92edce38-1725-4eee-801d-82868a26072b,3088123,2022-12-15 00:41:47.477,1/10/00 → 30/09/04 | 1/10/04 → 31/05/05,Computer Architecture Design and Test for Embedded Systems,e5d45067-054d-4406-b2f3-461d1cead95c,2989971,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Manthey, Bodo",Manthey,Bodo,,0000000021347581,55936071600,http://www.math.utwente.nl/~mantheyb/,,,2009-09-01 12:00:00.0 | 2015-08-01 12:00:00.0 | 2019-02-01 12:00:00.0 | 2021-06-01 12:00:00.0 | 2021-07-01 12:00:00.0,2015-07-31 00:00:00.0 | 2019-01-31 12:00:00.0 | 2021-05-31 21:30:40.307 | 2021-06-01 21:30:42.421 | 2021-11-29 21:31:50.262,7cc5e8bc-8787-4d5a-8e22-ea23c510c185,3020454,2024-04-03 23:50:41.186,1/09/09 → 31/07/15 | 1/09/09 → 1/06/21 | 1/08/15 → 31/01/19 | 1/02/19 → 31/05/21 | 1/06/21 → 29/11/21 | 1/07/21 → … | 1/07/21 → …,Discrete Mathematics and Mathematical Programming | Mathematics of Operations Research,04915ebb-5153-47f6-b208-b0ae5921baeb | 29503759-c2d2-4862-b5b3-722765a6d799 | f747ad65-4c82-42ab-80a3-11334208dd7f,2989916 | 163007219 | 247291780,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4 | e5bc997a-e26d-4329-a245-53fd922b32b4
"Mantovaneli Pessoa, Rodrigo",Mantovaneli Pessoa,Rodrigo,,0000000394903528,,,,,2007-02-23 12:00:00.0 | 2007-08-01 12:00:00.0,2007-07-31 12:00:00.0 | 2009-11-30 12:00:00.0,26bd11bb-31bd-4b4f-984b-8df025c08ca0,3069775,2024-01-01 23:55:00.515,23/02/07 → 31/07/07 | 1/08/07 → 30/11/09,Architecture and Services of Network Applications (ASNA) | Information Systems (IS),3dce231d-2ed4-4a1d-b683-99c9d9f3fc19 | d3a5c82a-e269-4930-87f3-b5b51254c09c,2989465 | 2989718,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Mao, Kai",Mao,Kai,,,,,,,2022-03-01 12:00:00.0,2023-02-28 21:30:02.902,163e31ca-67da-4f87-960a-d5693489bb42,277073016,2024-04-03 23:52:38.686,1/03/22 → 28/02/23,Radio Systems,ae548425-3254-42e3-bfca-784724f96444,172864011,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Marani, Enrico",Marani,Enrico,,0000000066631439,,https://www.linkedin.com/in/enrico-marani-30229025/ | https://www.researchgate.net/profile/Enrico-Marani,,,2006-01-01 12:00:00.0 | 2011-11-03 12:00:00.0 | 2015-11-30 12:00:00.0 | 2024-01-01 12:00:00.0,2008-10-31 12:00:00.0 | 2017-10-12 21:01:31.933 | 2020-12-31 12:00:00.0 | 2024-02-05 21:30:05.372,dbb30e1c-12db-4450-addf-a4aef256efeb,3092063,2024-04-03 23:55:07.83,1/01/06 → 31/10/08 | 3/11/11 → 31/12/20 | 30/11/15 → 12/10/17 | 1/01/24 → 5/02/24,Biomedical Signals and Systems,2f731de9-7d2c-4959-9abb-65a8d20c7841 | ca36d7a1-e06d-4124-b41c-a7d897daf0c0,2989674 | 163007260,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4 | e5bc997a-e26d-4329-a245-53fd922b32b4
"Mareels, I.M.Y.",Mareels,I.M.Y.,,0000000121395732,,," Mareels, Iven M.Y.",,1950-01-01 12:00:00.0,2000-01-01 12:00:00.0,6c56d7f2-a635-4104-a1ec-ddcfccc04ff4,3072425,2024-04-09 23:52:54.188,1/01/50 → 1/01/00,"Systeem-, Signaal- en Besturingstheorie",8773a526-c44b-4cac-a0f4-631c770b22f8,2989278,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Margaretha, H.",Margaretha,H.,,0000000391831557,,,,,2001-01-01 12:00:00.0 | 2004-10-01 12:00:00.0,2004-02-29 12:00:00.0 | 2005-06-30 12:00:00.0,b8b88983-f9d1-452e-958a-f86fc13bd658,3071354,2022-12-15 00:38:33.18,1/01/01 → 29/02/04 | 1/10/04 → 30/06/05,Applied Analysis,49152bc8-4cc2-4764-8807-25dd9a409dc9,2989729,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Mariano Politano, Mariano",Mariano Politano,Mariano,,,,,,,2022-09-21 12:00:00.0 | 2023-04-15 12:00:00.0,2022-12-20 21:30:02.615 | 2023-07-15 21:30:03.642,604f44b5-515c-48c5-981c-3cbb0f0aaa75,286023414,2023-07-15 21:30:03.704,21/09/22 → 20/12/22 | 15/04/23 → 15/07/23,Formal Methods and Tools,132c3fe4-9874-4c25-a1eb-3c1df9497f43,163006909,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Marin-Perianu, Mihai",Marin-Perianu,Mihai,0000-0003-1413-2285,0000000388143577,15925879100,,,,2004-11-01 12:00:00.0 | 2007-11-01 12:00:00.0 | 2008-11-01 12:00:00.0,2007-10-31 12:00:00.0 | 2008-10-31 12:00:00.0 | 2012-03-31 12:00:00.0,cfa3f24f-32b9-448f-8146-0da0459e12ed,3099562,2024-04-15 23:55:45.846,1/11/04 → 31/10/07 | 1/11/07 → 31/10/08 | 1/11/08 → 31/03/12,Computer Architecture Design and Test for Embedded Systems | Pervasive Systems,e5d45067-054d-4406-b2f3-461d1cead95c | f3961495-96fc-40a8-ba11-0b039f7d6948,2989806 | 2989971,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Marin-Perianu, Raluca",Marin-Perianu,Raluca,,0000000388840778,15925965100,,,,2004-11-01 12:00:00.0 | 2007-11-01 12:00:00.0 | 2008-11-01 12:00:00.0,2007-10-31 12:00:00.0 | 2008-10-31 12:00:00.0 | 2012-03-31 12:00:00.0,44449fd4-34c0-43e7-bb6c-820db1b2c0da,3099722,2024-04-15 23:56:52.555,1/11/04 → 31/10/07 | 1/11/07 → 31/10/08 | 1/11/08 → 31/03/12,Distributed and Embedded Security (DIES) | Pervasive Systems,0913133b-827f-4fb2-9a14-3449ab225c65 | f3961495-96fc-40a8-ba11-0b039f7d6948,2989586 | 2989806,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Marincic, Jelena",Marincic,Jelena,,0000000396971962,,https://www.linkedin.com/in/jelenamarincic/,,,2005-05-01 12:00:00.0,2010-10-31 12:00:00.0,3341e621-ec61-413c-a6a5-9176486f95b6,3063179,2023-09-15 14:54:39.835,1/05/05 → 31/10/10,Information Systems (IS),3dce231d-2ed4-4a1d-b683-99c9d9f3fc19,2989465,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Mariot, Luca",Mariot,Luca,0000-0003-3089-6517,0000000507259581,55901099200,https://www.linkedin.com/in/luca-mariot/,,,2022-12-01 12:00:00.0 | 2023-12-01 12:00:00.0,,205a5ce2-f706-4703-b0a1-ddadf03a81b2,288434634,2024-04-04 13:49:39.249,1/12/22 → … | 1/12/23 → …,"Semantics, Cybersecurity & Services",29503759-c2d2-4862-b5b3-722765a6d799 | cdb7b4ee-0008-4204-909a-fb8b2ab11498,163007085 | 247291780,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Marjanovic, Aljosa",Marjanovic,Aljosa,,,,,,,2023-07-01 12:00:00.0,,6c62a475-c85e-4766-9dc3-e01dd9ef7c95,256429627,2023-09-05 21:30:59.067,1/07/23 → …,Mathematics of Operations Research,04915ebb-5153-47f6-b208-b0ae5921baeb,163007219,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Markeev, Pavel A.",Markeev,Pavel A.,0000-0002-5445-1224,0000000508584634,57224997610,https://www.linkedin.com/in/pavel-markeev/,,"Markeev, Pavel",2018-10-01 12:00:00.0 | 2022-09-01 12:00:00.0,2021-09-30 21:30:03.407 | 2022-09-30 12:00:00.0 | 2022-09-30 21:30:27.405,a27361f3-5084-4c2f-b31f-08fbf637e456,60519757,2024-03-31 23:51:04.937,1/10/18 → 30/09/22 | 1/10/18 → 30/09/21 | 1/10/18 → 30/09/21 | 1/09/22 → 30/09/22,Nano Electronics,163069a8-7fef-4af7-b207-69559c1f9511 | fdd2baa0-ce53-447a-b0b7-9e9a13c353af,163007196 | 247291733,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
