author_name,author_last_name,author_first_names,author_orcid,author_isni,author_scopus_id,author_links,author_default_publishing_name,author_known_as_name,affl_start_date,affl_end_date,author_uuid,author_pureid,last_modified,affl_periods,org_names,org_uuids,org_pureids,faculty_name,faculty_uuid
"Markwitz, Robin Luca",Markwitz,Robin Luca,0000-0001-5459-1692,,,,,,2020-02-15 12:00:00.0 | 2024-02-01 12:00:00.0,2020-12-31 12:00:00.0,d88032f2-06bb-416a-9ecd-af29abea17aa,175974631,2024-02-01 21:30:42.359,15/02/20 → 31/12/20 | 1/02/24 → …,Mathematics of Operations Research,04915ebb-5153-47f6-b208-b0ae5921baeb,163007219,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Marotta, Luca",Marotta,Luca,0000-0002-2269-298X,0000000503683748,,https://www.linkedin.com/in/luca-marotta-384435140/ | https://www.researchgate.net/profile/Luca-Marotta-2,,,2019-03-21 12:00:00.0 | 2020-01-01 12:00:00.0 | 2022-04-01 12:00:00.0,2020-12-31 12:00:00.0 | 2021-01-01 12:00:00.0 | 2022-03-31 21:30:12.292 | 2022-07-20 21:30:11.828,de3de7a6-9f59-4e2c-8199-3c6dcef7192e,101808625,2024-03-29 00:01:08.148,21/03/19 → 1/01/21 | 21/03/19 → 31/12/20 | 21/03/19 → 31/03/22 | 1/01/20 → 31/03/22 | 1/04/22 → 20/07/22,Biomedical Signals and Systems,513596a7-ef31-4ba1-b801-1ac9cf83453e | ca36d7a1-e06d-4124-b41c-a7d897daf0c0,163007260 | 247291859,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Marpaung, David Albert Immanuel",Marpaung,David Albert Immanuel,0000-0002-5434-7195,0000000388899454,13105598300,http://davidmarpaung.com,"Marpaung, David","Marpaung, David",2005-03-01 12:00:00.0 | 2009-09-01 12:00:00.0 | 2018-01-01 12:00:00.0 | 2022-01-01 12:00:00.0 | 2023-07-01 12:00:00.0 | 2024-01-01 12:00:00.0,2009-08-31 12:00:00.0 | 2012-08-31 12:00:00.0 | 2021-12-31 12:00:00.0 | 2022-12-19 21:30:26.057 | 2023-12-31 21:30:07.331,c3773e39-7733-4c96-aaa3-963caf04388d,3017877,2024-04-14 23:52:50.431,1/03/05 → 31/08/09 | 1/09/09 → 31/08/12 | 1/01/18 → 19/12/22 | 1/01/18 → … | 1/01/18 → 31/12/21 | 1/01/22 → 19/12/22 | 1/07/23 → 31/12/23 | 1/01/24 → …,Telecommunication Engineering,0d45efed-5b8e-46ac-bce4-9853f3c88c79 | 163069a8-7fef-4af7-b207-69559c1f9511 | ce0c5641-4c50-4026-a33f-7896eadb1c42 | fecaad29-673a-4dc2-8a9a-3e586e0538ea,2987980 | 2989751 | 247291733 | 346630602,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Marquez Seco, Alejandro ",Marquez Seco,Alejandro,,,,,,,2016-10-01 12:00:00.0,2019-03-14 21:00:02.48,6b44a7e1-e64d-49f3-a244-d0337ea02470,3060100,2024-03-30 23:55:18.871,1/10/16 → 14/03/19,Nano Electronics,a2600ff4-8bf8-433f-aeb3-5f1e0a3aefba,2989828,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Mars, Nicolaas Jacobus Ignatius",Mars,Nicolaas Jacobus Ignatius,,0000000371123393,,,,"Mars, Nicolaas J.I.",1986-09-01 12:00:00.0 | 2001-01-01 12:00:00.0,2001-01-01 12:00:00.0 | 2001-09-01 12:00:00.0,535d9946-8550-42c8-a412-448601d4af7e,3025452,2024-03-03 23:54:53.774,1/09/86 → 1/01/01 | 1/09/86 → 1/01/01 | 1/01/01 → 1/09/01,Human Media Interaction | Information Systems (IS) | Kennistechnologie,3dce231d-2ed4-4a1d-b683-99c9d9f3fc19 | 8b70bb64-f8f0-4ae3-beef-5d9a60f63b7f | da7d35d2-b4de-4eee-856b-8008ee607e38,2989443 | 2989465 | 2989894,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Marsman, H.",Marsman,H.,,,,,,,1995-10-01 12:00:00.0,1996-04-09 12:00:00.0,dfb23e1a-e6dd-4347-9978-72f0a818231e,3051727,2022-12-15 00:34:09.423,1/10/95 → 9/04/96,Signals and Systems (SAS),322b894d-4c32-4cda-9c9c-8f293f1665b7,2989333,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Marsman, R.",Marsman,R.,,,,,,,2001-08-02 12:00:00.0,2001-08-02 12:00:00.0,2ed035ee-e052-4b16-b5f5-9dcb0354de31,3112851,2022-12-15 00:46:23.333,2/08/01 → 2/08/01,Informatica,4f9c53e4-9032-4ddc-94e5-e6d815932a10,2989509,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Martinez Verdugo, J.M.",Martinez Verdugo,J.M.,,0000000389199847,,,,,2003-03-16 12:00:00.0,2006-03-31 12:00:00.0,4715aa84-91fe-48d8-a8f5-40c459bab546,3098025,2022-12-15 00:43:37.093,16/03/03 → 31/03/06,Design and Analysis of Communication Systems,f7c2017e-dfde-4f5d-8260-b534709a6607,2989938,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Martini, Ruud",Martini,Ruud,,000000011038128X,,,,,1978-08-15 12:00:00.0 | 2001-01-01 12:00:00.0,2000-12-31 12:00:00.0 | 2003-01-01 12:00:00.0,f891f280-824a-43de-9f94-7c9dd2d95cde,3066554,2023-05-01 23:56:27.934,15/08/78 → 31/12/00 | 1/01/01 → 1/01/03,Fundamentele Analyse | Meetkundig en toegepast-algebraisch onderzoek,71e331f7-29c7-4181-8e24-b2f20a04e646 | d6614b7b-a3d5-41b1-90d8-db314e3e803e,2989388 | 2989564,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Martín González, Francisco Javier",Martín González,Francisco Javier,,,,,,"Martin, Francisco J.",1995-04-15 12:00:00.0,1995-06-15 12:00:00.0,71b768ab-74a1-4b93-b3a2-28eaab620f41,3054791,2023-01-12 14:32:05.298,15/04/95 → 15/06/95,Integrated Optical MicroSystems (IOMS),2d0d0d34-e96c-4050-ba43-711bed2901a2,2989454,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Marullo, Chiara ",Marullo,Chiara,,,,,,,2019-11-01 12:00:00.0,2019-11-05 21:00:02.529,b65f7e18-a3f4-4ea1-9bc0-3a4ac3d5985e,149955037,2022-12-15 00:56:47.61,1/11/19 → 5/11/19,Mathematics of Operations Research,1b7da610-9bf3-457b-b686-f43dfd6b3fef,90484196,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Marx, Lennard",Marx,Lennard,,,,,,,2024-04-01 12:00:00.0,,307a12b9-c494-416e-bccb-a3f8266cd801,361584979,2024-04-01 21:30:08.516,1/04/24 → …,Robotics and Mechatronics,1ef24e54-8a53-4b6b-affb-2417ac4616f3,163007152,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Marzani, Fatemeh",Marzani,Fatemeh,0000-0001-7689-5777,,,,,,2023-09-01 12:00:00.0,,7674443b-a2d3-4919-816c-1995361740f7,317068280,2024-04-04 13:52:37.0,1/09/23 → …,Design and Analysis of Communication Systems,a69aca05-7ed5-49ec-989b-35e81e6caad2,163007217,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Masa, P.",Masa,P.,,0000000393483146,,,,,1994-10-23 12:00:00.0,1995-04-01 12:00:00.0,f01d6dfb-3d7b-4e88-842c-7fa30d6e5f81,3043834,2022-12-15 00:31:57.454,23/10/94 → 1/04/95 | 23/10/94 → 1/04/95,Integrated Circuit Design | Semiconductor Components,00ae3f7b-e36e-4db2-a8b9-b89a590370f9 | 72e6492f-d9ef-4e6b-81fc-3e57907fc439,2989784 | 2989872,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Maschke, B.M.",Maschke,B.M.,,0000000386699096,,,,"Maschke, Bernhard M.J.",1999-02-01 12:00:00.0 | 2001-04-01 12:00:00.0,2000-01-01 12:00:00.0 | 2017-05-17 12:29:55.262,c054433c-4c91-414e-821a-a3a3f12931c0,3106949,2024-04-11 23:52:19.719,1/02/99 → 1/01/00 | 1/04/01 → 17/05/17,"Robotics and Mechatronics | Systeem-, Signaal- en Besturingstheorie",8773a526-c44b-4cac-a0f4-631c770b22f8 | 8e72ef27-5382-4352-b151-27e6826edc76,2989278 | 2989795,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Masood, M.N.",Masood,M.N.,,0000000392746362,,,,,2007-09-03 12:00:00.0,2011-09-02 12:00:00.0,966f1b12-9990-4082-ac92-9e862ded77ab,3102344,2023-06-06 23:52:00.746,3/09/07 → 2/09/11,Biomedical and Environmental Sensorsystems,e2b725df-c44b-4d81-b28c-d06b5a18ecf6,2989663,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Masoum, Alireza",Masoum,Alireza,,0000000391403405,,https://www.linkedin.com/in/masoum/,,,2009-11-01 12:00:00.0,2013-10-31 12:00:00.0,f1610f47-4c2d-405f-b39a-21618f756cb6,3028810,2023-11-05 23:53:33.49,1/11/09 → 31/10/13,Pervasive Systems,f3961495-96fc-40a8-ba11-0b039f7d6948,2989806,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Masuda, T.",Masuda,T.,,,,,,,2001-08-02 12:00:00.0,2001-08-02 12:00:00.0,51823e76-5b59-44aa-aa66-df4cc3683d73,3055065,2022-12-15 00:34:56.611,2/08/01 → 2/08/01,Systems and Materials for Information Storage (SMI),24c12552-f44b-4f7e-9dbb-a92a2dccd057,2989256,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Matei, Stefania",Matei,Stefania,,,,,,,2022-04-26 12:00:00.0,2022-07-25 21:30:01.983,932068a6-5ad0-47df-b0e0-9854029edbb1,283505121,2023-03-15 12:56:01.133,26/04/22 → 25/07/22,DesignLab,28b0c2f7-6d2e-42ea-95eb-c86c4fe8617d,163007303,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Mathews, Emi",Mathews,Emi,0000-0002-5895-1904,0000000399533132,,,,,2012-09-01 12:00:00.0,2014-08-31 12:00:00.0,49f3a0a2-6442-4b3d-a832-6e2d2928447f,3030082,2023-07-20 16:04:50.24,1/09/12 → 31/08/14,Pervasive Systems,f3961495-96fc-40a8-ba11-0b039f7d6948,2989806,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Mathews, M.",Mathews,M.,,0000000388019509,,,,,2003-04-30 12:00:00.0 | 2003-05-01 12:00:00.0 | 2006-01-01 12:00:00.0 | 2007-11-01 12:00:00.0,2003-04-30 12:00:00.0 | 2005-12-31 12:00:00.0 | 2007-10-31 12:00:00.0 | 2009-10-31 12:00:00.0,4c6057b9-90c2-4ab6-8eb9-f6c082d5a7cc,3105120,2024-03-12 23:52:07.526,30/04/03 → 30/04/03 | 1/05/03 → 31/12/05 | 1/05/03 → 31/10/07 | 1/01/06 → 31/10/07 | 1/11/07 → 31/10/09,Nano Electronics | Systems and Materials for Information Storage (SMI),24c12552-f44b-4f7e-9dbb-a92a2dccd057 | 8c5541f9-c61f-4426-90cd-da39ff926a78 | 9633e6af-6a1b-4f53-a2db-8acd9a18589d | a2600ff4-8bf8-433f-aeb3-5f1e0a3aefba,2985505 | 2987991 | 2989256 | 2989828,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Matinrad, Niki ",Matinrad,Niki,,,,,,,2020-02-15 12:00:00.0,2020-03-16 12:00:00.0,00de01e5-f529-4a41-ae90-96e3d5033711,175633982,2022-12-15 00:57:24.938,15/02/20 → 16/03/20,Mathematics of Operations Research,04915ebb-5153-47f6-b208-b0ae5921baeb,163007219,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Matthee, Alexander",Matthee,Alexander,,0000000506767787,,,,,2019-10-01 12:00:00.0 | 2020-01-01 12:00:00.0 | 2022-10-01 12:00:00.0,2020-03-02 21:00:29.07 | 2021-09-30 21:30:10.311 | 2023-08-31 21:30:11.829,1e334caa-aa10-4a0a-b6e2-b8f159197019,142995030,2023-10-31 23:52:00.596,1/10/19 → 2/03/20 | 1/10/19 → 30/09/21 | 1/10/19 → 31/08/23 | 1/01/20 → 30/09/21 | 1/10/22 → 31/08/23,Power Electronics | Telecommunication Engineering,29503759-c2d2-4862-b5b3-722765a6d799 | 62457ca7-5df3-4cd5-8484-6b4f7426a4bf | a3f01a48-83b6-4c7a-813e-d968af7032c0,163006854 | 163006885 | 247291780,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Matthijsse, P.C.",Matthijsse,P.C.,,,,,,,2001-08-02 12:00:00.0,2001-08-02 12:00:00.0,ab4de717-8a9d-4744-88b4-2f7726dd8c0e,3058840,2022-12-15 00:35:49.846,2/08/01 → 2/08/01,Robotics and Mechatronics,8e72ef27-5382-4352-b151-27e6826edc76,2989795,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Mattioni, Andrea ",Mattioni,Andrea,,,,,,,2019-09-15 12:00:00.0,2019-11-30 12:00:00.0,915970d0-b222-432b-82bd-160eadc30052,140213853,2024-03-03 23:54:19.917,15/09/19 → 30/11/19,Hybrid Systems,93a8cd21-3a6a-46b8-98b7-a1b664f7f802,2989883,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Mavromoustakos Blom, Paris",Mavromoustakos Blom,Paris,,0000000494127861,,,,,2017-10-01 12:00:00.0 | 2020-01-01 12:00:00.0,2020-12-31 12:00:00.0 | 2021-08-31 21:30:11.055,33006852-884c-4b7d-9956-5b0ddba9a41b,17116468,2022-12-15 00:52:51.175,1/10/17 → 31/12/20 | 1/01/20 → 31/08/21,Human Media Interaction,0269ef96-7019-4648-a82b-ce3a9371e9bb,163006926,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Mayagoitia, R.E.",Mayagoitia,R.E.,,,,,,,1995-07-01 12:00:00.0,1996-07-01 12:00:00.0,e299b55d-7c52-4116-a0e1-833989e762fc,3088844,2024-04-03 23:58:26.156,1/07/95 → 1/07/96 | 1/07/95 → 1/07/96,Biomedical Signals and Systems | Biomedical and Environmental Sensorsystems,2f731de9-7d2c-4959-9abb-65a8d20c7841 | e2b725df-c44b-4d81-b28c-d06b5a18ecf6,2989663 | 2989674,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Mayorga Gonzalez, Rafael",Mayorga Gonzalez,Rafael,,,,,,,2019-05-01 12:00:00.0 | 2023-05-01 12:00:00.0,2020-12-31 12:00:00.0 | 2021-01-01 12:00:00.0 | 2023-11-20 21:30:07.141,1fdc90cc-0eb4-4056-a422-4f06a5d3fe0b,113217155,2023-11-21 02:01:20.89,1/05/19 → 31/12/20 | 1/05/19 → 1/01/21 | 1/05/19 → 20/11/23 | 1/05/23 → 20/11/23,Biomedical and Environmental Sensorsystems,163069a8-7fef-4af7-b207-69559c1f9511 | 8903b5b4-05cb-4cb4-8a1b-294e7b03adf8,163006973 | 247291733,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Mazzone, Federico",Mazzone,Federico,0000-0002-6316-6409,0000000511222159,,https://www.linkedin.com/in/federico-mazzone/,,,2024-04-01 12:00:00.0,,fc852dbb-7848-45c3-b77b-26f6840f6948,252637048,2024-04-01 21:31:19.807,1/04/24 → …,"Semantics, Cybersecurity & Services",cdb7b4ee-0008-4204-909a-fb8b2ab11498,163007085,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"McCluskey, Michael John",McCluskey,Michael John,,,,,,,2019-10-15 12:00:00.0 | 2024-04-01 12:00:00.0,2020-12-31 12:00:00.0 | 2021-01-01 12:00:00.0,bcc459c8-837c-49db-86c4-cdca50ce4947,146371163,2024-04-01 21:31:22.803,15/10/19 → 31/12/20 | 15/10/19 → … | 15/10/19 → 1/01/21 | 1/04/24 → …,Biomedical Signals and Systems,513596a7-ef31-4ba1-b801-1ac9cf83453e | ca36d7a1-e06d-4124-b41c-a7d897daf0c0,163007260 | 247291859,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Mecking, C.J.",Mecking,C.J.,,,,,,,1993-03-01 12:00:00.0,1995-04-01 12:00:00.0,8c5a0140-ef3d-49c5-b60c-337e81834526,3032424,2022-12-14 23:55:58.233,1/03/93 → 1/04/95,Toegepaste Wiskunde,33e97884-1709-4734-85ea-07d72fddfffc,2989190,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Medeiros Campos, Glaucia Melissa",Medeiros Campos,Glaucia Melissa,,,,,,,2014-12-01 12:00:00.0,2017-12-31 12:00:00.0,58bce698-0bd8-4fd5-b3fc-b090e7bca7e8,3060604,2022-12-15 00:36:15.167,1/12/14 → 31/12/17,"Services, Cybersecurity & Safety",bc931183-756b-4f92-81d8-006bda6677ce,2989773,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Medvedeva, T.",Medvedeva,T.,,,,,,,2011-03-15 12:00:00.0,2015-03-14 12:00:00.0,9ccd5c9b-8b6c-4a79-a1e2-e55d145c035c,3116457,2022-12-15 00:47:05.414,15/03/11 → 14/03/15,Mathematics of Computational Science,ecf99b69-e4ea-4f74-ba72-cfff04f26729,2989861,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Meel-van den Abeelen, Aisha Sadie Sade",Meel-van den Abeelen,Aisha Sadie Sade,,0000000452566903,55444892800,https://www.linkedin.com/in/aisha-meel-van-den-abeelen-371b6526/,,"Meel-van den Abeelen, Aisha",2014-06-01 12:00:00.0 | 2015-01-01 12:00:00.0,2015-12-31 12:00:00.0 | 2016-05-14 12:00:00.0,c08813b3-7401-4d24-95f9-c19b81a7a112,3041663,2024-03-05 23:53:02.311,1/06/14 → 14/05/16 | 1/01/15 → 31/12/15,Robotics and Mechatronics,6ce13ab0-6c3a-4f1e-8b88-b44886c86a07 | 8e72ef27-5382-4352-b151-27e6826edc76,2988640 | 2989795,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Meeuwesse, Mattis",Meeuwesse,Mattis,,,,,,,2023-09-01 12:00:00.0,2023-12-31 21:30:42.51,fc1945a3-6503-4a2f-8a9d-1e90cd13f88b,284889439,2023-12-31 21:30:42.578,1/09/23 → 31/12/23,Managing Director,261d9b94-b75a-463c-8acc-fcf2f9652e29,163007106,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Meewis, C.E.P.J.",Meewis,C.E.P.J.,,,,,,,1997-05-01 12:00:00.0,1998-01-01 12:00:00.0 | 1999-05-01 12:00:00.0,d133934a-f053-40e4-9831-82ff485edb3d,3064809,2022-12-15 00:37:14.271,1/05/97 → 1/01/98 | 1/05/97 → 1/05/99,Informatica | Tele-informatica en Open Systemen (Informatica),253a6a04-30e3-4eb5-81bb-4975d5bdf4b7 | 4f9c53e4-9032-4ddc-94e5-e6d815932a10,2989234 | 2989509,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Mehendale, A.",Mehendale,A.,,0000000394342193,,,,,2003-06-01 12:00:00.0 | 2004-06-01 12:00:00.0 | 2005-01-01 12:00:00.0 | 2008-06-01 12:00:00.0,2003-06-01 12:00:00.0 | 2004-05-31 12:00:00.0 | 2004-12-31 12:00:00.0 | 2008-05-31 12:00:00.0 | 2010-02-01 12:00:00.0,a445c07a-34bd-4f3c-9c4b-13b44436874f,3113497,2024-04-02 23:59:28.787,1/06/03 → 31/05/04 | 1/06/03 → 1/06/03 | 1/06/04 → 31/12/04 | 1/01/05 → 31/05/08 | 1/06/08 → 1/02/10,Measurement and Instrumentation (MI) | Robotics and Mechatronics,8c5541f9-c61f-4426-90cd-da39ff926a78 | 8e72ef27-5382-4352-b151-27e6826edc76 | 996430df-f3f2-4021-87f0-27e238f3c930 | bd6b368c-f8e2-4a63-b705-c8e76305f202,2985505 | 2988442 | 2989399 | 2989795,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Mei, H.",Mei,H.,,0000000392005580,,,,,2005-07-01 12:00:00.0 | 2007-08-01 12:00:00.0,2007-07-31 12:00:00.0 | 2009-10-31 12:00:00.0,eda5a026-0156-48bc-9ba9-d630e817cb27,3077039,2022-12-15 00:39:38.533,1/07/05 → 31/07/07 | 1/08/07 → 31/10/09,Architecture and Services of Network Applications (ASNA) | Biomedical Signals and Systems,2f731de9-7d2c-4959-9abb-65a8d20c7841 | d3a5c82a-e269-4930-87f3-b5b51254c09c,2989674 | 2989718,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Meier, J.H.",Meier,J.H.,,,,,,,2001-08-02 12:00:00.0,2001-08-02 12:00:00.0,112611d8-a42e-42e2-b59b-8b542101aa0b,3058898,2024-01-05 00:02:51.732,2/08/01 → 2/08/01,Biomedical Signals and Systems,2f731de9-7d2c-4959-9abb-65a8d20c7841,2989674,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Meijer, Hil Gaétan Ellart",Meijer,Hil Gaétan Ellart,0000-0003-1526-3762,0000000392500450,35902415500,https://wwwhome.ewi.utwente.nl/~meijerhge/,,"Meijer, Hil G.E.",2007-01-01 12:00:00.0 | 2008-01-01 12:00:00.0 | 2013-09-15 12:00:00.0 | 2020-07-01 12:00:00.0 | 2021-07-01 12:00:00.0 | 2022-01-01 12:00:00.0,2013-09-14 12:00:00.0 | 2020-07-10 21:00:14.209 | 2021-11-29 21:31:40.012 | 2021-12-31 21:32:27.528 | 2022-01-03 21:31:55.262,107a7e8b-5e7a-45c6-8121-a74712efd934,3073898,2024-04-15 23:54:26.144,1/01/07 → 14/09/13 | 1/01/08 → 3/01/22 | 15/09/13 → 10/07/20 | 1/07/20 → 29/11/21 | 1/07/21 → 31/12/21 | 1/07/21 → 31/12/21 | 1/07/21 → … | 1/01/22 → …,Applied Analysis | Mathematics of Imaging & AI,49152bc8-4cc2-4764-8807-25dd9a409dc9 | 513596a7-ef31-4ba1-b801-1ac9cf83453e | 5be5371d-266f-47cd-92b4-161c252a41ca | 7a667ed6-5fd8-4bc9-b83f-b28037d1a107,2989729 | 163007229 | 247291859 | 274958438,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4 | e5bc997a-e26d-4329-a245-53fd922b32b4
"Meijer, Jeroen Johan Gerardus",Meijer,Jeroen Johan Gerardus,0000-0002-1591-1195,0000000452547227,,,"Meijer, Jeroen","Meijer, Jeroen",2014-05-01 12:00:00.0 | 2015-05-01 12:00:00.0 | 2019-05-01 12:00:00.0,2015-04-30 12:00:00.0 | 2019-04-30 21:00:03.076 | 2019-08-31 12:00:00.0,932af1a1-c3f8-406f-915c-b54c95c78e5d,3122408,2024-04-06 23:51:18.057,1/05/14 → 30/04/15 | 1/05/15 → 30/04/19 | 1/05/19 → 31/08/19,Formal Methods and Tools,bb7c0a70-cbd4-46d9-9496-2156b82d4fbb,2989905,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Meijer, S.L.",Meijer,S.L.,,,,,,,1997-11-15 12:00:00.0,1998-02-01 12:00:00.0,f04ac28d-5461-4e74-8968-4117d77db6c9,3033273,2024-01-01 23:51:58.069,15/11/97 → 1/02/98,Biomedical Signals and Systems,2f731de9-7d2c-4959-9abb-65a8d20c7841,2989674,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Meijer, Theodorus M.J.",Meijer,Theodorus M.J.,,,,,,,1986-03-01 12:00:00.0 | 2012-10-01 12:00:00.0 | 2018-01-01 12:00:00.0 | 2018-02-01 12:00:00.0 | 2021-06-01 12:00:00.0 | 2021-11-01 12:00:00.0 | 2022-01-01 12:00:00.0,2012-09-30 00:00:00.0 | 2018-05-31 21:01:07.184 | 2021-03-31 21:30:08.216 | 2021-11-29 21:30:11.081 | 2022-01-03 21:30:11.948 | 2022-12-31 21:30:31.258,a6046289-00f2-4423-8568-d3f87335c2c0,3132809,2022-12-31 21:30:31.309,1/03/86 → 30/09/12 | 1/10/12 → 31/03/21 | 1/01/18 → 31/12/22 | 1/01/18 → 31/03/21 | 1/02/18 → 31/05/18 | 1/06/21 → 29/11/21 | 1/06/21 → 29/11/21 | 1/11/21 → 3/01/22 | 1/01/22 → 31/12/22,Hybrid Systems | Mathematical Systems Theory | Statistics and Probability (SP),0d40c932-a7e1-4fe3-b39b-4cbacc7b9046 | 29503759-c2d2-4862-b5b3-722765a6d799 | 4eb9d8b3-5cca-45db-ab5c-f5bfb35d158d | 93a8cd21-3a6a-46b8-98b7-a1b664f7f802 | b7d75151-950a-4287-8f2f-d7c63ecfda20,2989300 | 2989883 | 163006745 | 247291780 | 274958501,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4 | e5bc997a-e26d-4329-a245-53fd922b32b4
"Meijerink, Arjan ",Meijerink,Arjan,0000-0003-0821-1681,0000000351271313,24463268600,,,,2001-04-01 12:00:00.0 | 2005-08-01 12:00:00.0 | 2008-01-01 12:00:00.0,2005-07-31 12:00:00.0 | 2007-12-31 12:00:00.0 | 2019-08-31 12:00:00.0,7fbdf334-2d25-43e3-ab7a-25f127fb768e,3037095,2024-04-07 23:51:27.706,1/04/01 → 31/07/05 | 1/08/05 → 31/12/07 | 1/01/08 → 31/08/19,Telecommunication Engineering,ce0c5641-4c50-4026-a33f-7896eadb1c42,2989751,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Meijerink, Berend Jan",Meijerink,Berend Jan,,,,,,,2015-03-01 12:00:00.0 | 2019-06-01 12:00:00.0,2019-05-31 21:00:04.71 | 2019-11-30 12:00:00.0,4c3121ea-edce-4a18-89e5-8d1fdf9c6317,3038994,2023-09-03 23:58:23.472,1/03/15 → 31/05/19 | 1/06/19 → 30/11/19,Design and Analysis of Communication Systems,f7c2017e-dfde-4f5d-8260-b534709a6607,2989938,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
