Name,Last name,First name(s),Links,Former name,Known as name,Default publishing name,Created date,Last modified date,Pure ID,ISNI,Digital author ID,Scopus Author ID,ORCID,Organisational unit name
"Kamau, Jecinta",Kamau,Jecinta,,,,,2022-09-01 21:31:27.172,2022-12-15 01:01:39.822,284889202,,,,,
"Ning, Zhansheng",Ning,Zhansheng,,,,,2022-09-01 21:31:25.929,2023-09-05 21:34:54.878,284889030,,,,,Power Electronics
"Pereira Dos Santos Conceição, Francisco",Pereira Dos Santos Conceição,Francisco,,,,,2022-08-15 21:30:49.394,2023-09-15 21:31:01.147,284339213,,,,,Advanced Organ bioengineering and Therapeutics | TechMed Centre
"Lenders, Luuk",Lenders,Luuk,,,,,2022-08-01 21:31:14.743,2023-05-01 21:30:56.577,283842586,,,,,Robotics and Mechatronics
"Sun, Sihao",Sun,Sihao,,,,,2022-08-01 21:31:14.65,2024-02-13 23:59:23.51,283842574,,,,,
"Bunda, Sebastian",Bunda,Sebastian,,,,,2022-07-20 21:35:42.337,2023-09-14 21:30:44.046,283505433,,,,,Datamanagement & Biometrics
"Yilmaz, Yasar Ozer",Yilmaz,Yasar Ozer,,,,,2022-07-20 21:35:42.27,2023-09-28 21:30:40.038,283505424,,,,,
"Ghafourian Torbati, Mahdi",Ghafourian Torbati,Mahdi,,,,,2022-07-20 21:35:41.641,2023-03-15 12:58:46.474,283505309,,,,,
"Dudareva, Daria",Dudareva,Daria,,,,,2022-07-20 21:35:41.256,2023-09-05 21:31:34.013,283505229,,,,,Power Electronics
"Corsini, Gianluca",Corsini,Gianluca,,,,,2022-07-20 21:35:40.891,2024-02-23 23:52:28.757,283505162,,,,,
"Dutta Chaudhury, Nandan",Dutta Chaudhury,Nandan,,,,,2022-07-20 21:35:40.048,2023-05-31 21:30:10.536,283505008,,,,,
"Ravelo Pérez, Carlos",Ravelo Pérez,Carlos,,,,,2022-07-20 21:35:39.869,2023-02-28 21:30:07.676,283504971,,,,,
"Fu, Yang",Fu,Yang,,,,,2022-07-20 21:35:39.764,2023-03-15 12:56:37.875,283504953,,,,,
"Scarpino, Ileana",Scarpino,Ileana,,,,,2022-07-20 21:35:39.631,2023-03-15 12:56:32.688,283504932,,,,,
"Vallelunga, Rosarina",Vallelunga,Rosarina,,,,,2022-07-20 21:35:39.499,2022-12-15 01:01:22.432,283504922,,,,,
"Gąsienica, Artur",Gąsienica,Artur,,,,,2022-07-20 21:35:39.242,2024-03-01 21:30:16.512,283504880,,,,,Robotics and Mechatronics
"Luvizotto Cesar, Gustavo",Luvizotto Cesar,Gustavo,,,,,2022-07-20 21:35:38.457,2023-09-05 21:35:20.114,283504793,,,,,Design and Analysis of Communication Systems
"Aba, Rıdvan",Aba,Rıdvan,,,,,2022-07-20 21:35:37.985,2024-03-06 23:56:45.216,283504732,,,,,Power Electronics
"Vu, Thi Thanh Huong",Vu,Thi Thanh Huong,,,,,2022-07-20 21:35:33.663,2023-09-05 21:31:42.912,283504496,,,,,Power Electronics
"Willetts, Ben",Willetts,Ben,,,,,2022-07-20 21:35:31.988,2023-12-15 03:02:22.8,283504391,,,,,
"Endres Forlin, Bruno",Endres Forlin,Bruno,,,,,2022-07-20 21:35:28.143,2023-09-05 21:36:31.569,283504157,,,,,Computer Architecture Design and Test for Embedded Systems
"Kumar, Arjun",Kumar,Arjun,,,,,2022-07-20 21:35:26.793,2023-09-05 21:33:40.923,283504100,,,,,Radio Systems
"Niu, Kenan",Niu,Kenan,,,,,2022-07-20 21:35:23.886,2024-03-15 23:51:19.317,283503977,0000000507442378,,57201327438,0000-0002-5498-4311,Digital Society Institute | Robotics and Mechatronics | TechMed Centre
"Jonkers, Heime",Jonkers,Heime,,,,,2022-04-11 21:30:46.038,2023-09-05 21:35:55.506,278462690,,,,,Robotics and Mechatronics
"Rezaei, Tina",Rezaei,Tina,,,,,2022-04-01 21:32:36.919,2024-01-24 11:17:41.029,278131597,,,,,Design and Analysis of Communication Systems
"Chen, Ting-Han",Chen,Ting-Han,,"陳, 亭翰",,,2022-04-01 21:32:36.33,2024-01-12 23:53:51.984,278131510,,,57211857196,0000-0001-8759-6676,Design and Analysis of Communication Systems
"Bartali, Valentina",Bartali,Valentina,,,,,2022-03-10 21:30:42.275,2023-03-15 12:55:03.774,277379263,,,,,
"Kovar, Stanislav",Kovar,Stanislav,,,,,2022-03-01 21:31:46.783,2023-09-05 21:35:00.503,277073125,,,,,Power Electronics
"Nelson, Elizabeth",Nelson,Elizabeth,,,,,2022-03-01 21:31:46.59,2024-01-01 21:31:32.259,277073098,,,,,Biomedical Signals and Systems
"Haitjema, Anne",Haitjema,Anne,,,,,2022-03-01 21:31:46.439,2024-03-01 21:30:25.523,277073066,,,,0000-0002-9218-864X,Biomedical Signals and Systems | TechMed Centre
"Mao, Kai",Mao,Kai,,,,,2022-03-01 21:31:45.977,2023-12-15 03:02:22.055,277073016,,,,,
"Huertas Penen, Silvana",Huertas Penen,Silvana,,,,,2022-03-01 21:31:45.795,2024-03-01 21:30:14.931,277072998,,,,,Biomedical Signals and Systems
"Mi, Hang",Mi,Hang,,,,,2022-03-01 21:31:45.463,2023-03-15 12:56:24.066,277072942,,,,,
"Mikhal, Julia",Mikhal,Julia,,,,,2022-02-22 21:31:04.792,2024-02-27 03:02:09.444,276855894,,,,,Health Technology & Services Research
"Urgert, Thomas",Urgert,Thomas,,,,,2022-02-22 21:31:04.688,2023-09-05 21:35:21.961,276855875,,,,,Biomedical Signals and Systems
"Houtzager, Ernest",Houtzager,Ernest,,,,,2022-02-16 21:30:43.35,2024-01-25 23:56:04.134,276648802,,,,,Power Electronics
"Rutten, Wim",Rutten,Wim,,"Rutten, Willem Lodewijk Christiaan",,"Rutten, Wim L.C.",2022-02-16 21:30:43.33,2024-03-13 23:53:11.927,276648794,0000000392873484,068477783,,,Biomedical Signals and Systems
"Cordon, Ana",Cordon,Ana,,,,,2022-02-15 21:30:51.071,2024-02-01 21:31:42.153,276617093,,,,,Robotics and Mechatronics
"Selim, Mostafa Amr Mostafa Kamal Mohamed",Selim,Mostafa Amr Mostafa Kamal Mohamed,https://www.linkedin.com/in/mostafa-selim-325512171/ | https://www.researchgate.net/profile/Mostafa-Selim-4,," Selim, Mostafa","Selim, Mostafa",2022-02-15 21:30:50.684,2024-02-19 18:55:01.974,276616998,,,,0000-0002-5224-4790,Robotics and Mechatronics
"Koohi, Peyman",Koohi,Peyman,,,,,2022-02-08 21:30:48.519,2024-01-25 23:53:30.859,276390452,,,,,Power Electronics
"Khan, Etienne",Khan,Etienne,,,,,2022-02-01 21:31:39.473,2024-02-01 21:30:34.906,276170909,0000000512534082,,,0000-0002-3055-7462,Design and Analysis of Communication Systems
"Hasan, Md Rezwan",Hasan,Md Rezwan,,,,,2022-02-01 21:31:39.417,2024-01-26 03:02:30.502,276170891,,,,,
"Anton Ruiz, Alejandro",Anton Ruiz,Alejandro,,,,,2022-02-01 21:31:38.838,2024-02-01 21:31:55.489,276170774,,,,,Radio Systems
"Gheybi Zarnagh, Reza",Gheybi Zarnagh,Reza,,,,,2022-02-01 21:31:38.769,2024-02-01 21:31:19.577,276170753,,,,,Radio Systems
"Yao, Jiyuan",Yao,Jiyuan,,,,,2022-02-01 21:31:38.619,2023-09-05 21:31:36.956,276170702,,,,,Biomedical and Environmental Sensorsystems | MESA+ Institute
"Tang, Feiyang",Tang,Feiyang,,,,,2022-02-01 21:31:38.519,2023-03-15 12:58:40.652,276170665,,,,,
"Suryani, Amalia",Suryani,Amalia,,,,,2022-02-01 21:31:38.284,2024-02-01 21:31:00.135,276170620,,,,0000-0002-9482-2050,Power Electronics
"Parhizgar, Parisa",Parhizgar,Parisa,,,,,2022-02-01 21:31:38.26,2023-03-15 12:54:28.668,276170609,,,,,
"Paul, Aniruddha",Paul,Aniruddha,,,,,2022-02-01 21:31:37.583,2024-03-05 23:50:56.68,276170514,,,,,Biomedical and Environmental Sensorsystems
"Cool, Reinier",Cool,Reinier,,,,,2022-01-21 21:30:46.806,2023-09-05 21:31:32.919,275812788,,,,,Nano Electronics
"Ebrahimi, Hassan",Ebrahimi,Hassan,https://www.linkedin.com/in/haseb/ | https://www.researchgate.net/profile/Hassan-Ebrahimi-3,,,,2022-01-11 21:30:47.818,2024-01-26 03:02:29.959,275253585,0000000453782931,,,0000-0002-5598-9536,
"Varbanescu, Ana-Lucia",Varbanescu,Ana-Lucia,https://www.linkedin.com/in/avarbanescu/ | https://www.researchgate.net/profile/Ana-Varbanescu-2/,,,,2022-01-03 21:32:26.022,2024-02-24 03:03:02.774,274966869,0000000360719394,,,0000-0002-4932-1900,Computer Architecture Design and Test for Embedded Systems
"Kundrat, Dennis",Kundrat,Dennis,,,,,2022-01-03 21:32:24.678,2024-02-18 00:18:10.4,274966783,,,,,
"Mikhael, Mina",Mikhael,Mina,,,,,2021-12-03 21:31:06.947,2024-01-01 21:31:21.745,268847405,,,,,Radio Systems
"Botnarevscaia, Rodica",Botnarevscaia,Rodica,https://www.linkedin.com/in/rodica-botnarevscaia-383411224/,,,,2021-12-03 21:31:06.889,2023-08-01 21:30:57.01,268847395,0000000511337001,,,,Power Electronics
"Taghizade Ansari, Hossein",Taghizade Ansari,Hossein,,,,,2021-12-01 21:31:22.079,2023-09-05 21:34:37.041,268808934,,,,,Power Electronics
"Voskresenskyi, Sviatoslav",Voskresenskyi,Sviatoslav,,,,,2021-12-01 21:31:21.943,2023-09-05 21:32:23.506,268808907,,,,,Power Electronics
"Briceno Navarro, Pablo",Briceno Navarro,Pablo,,,,,2021-12-01 21:31:21.942,2023-09-05 21:32:23.711,268808899,,,,,Power Electronics
"Aitbar, Iqra",Aitbar,Iqra,,,,,2021-12-01 21:31:21.928,2023-09-05 21:32:22.671,268808894,,,,,Power Electronics
"Cassola, Lorenzo",Cassola,Lorenzo,,,,,2021-12-01 21:31:21.58,2023-12-01 21:30:17.453,268808839,,,,,Nano Electronics
"Chaturvedi, Siddharth Sanjay",Chaturvedi,Siddharth Sanjay,,,,,2021-12-01 21:30:46.434,2024-01-26 03:02:27.972,268807747,,,,,
"Chen, Zhao",Chen,Zhao,,,,,2021-11-25 21:30:50.184,2023-12-31 21:30:34.208,268636124,,,,,
"Memar, Pejman",Memar,Pejman,,,,,2021-11-25 21:30:50.178,2023-12-31 21:30:34.118,268636119,,,,,
"Cerny, Martin",Cerny,Martin,,,,,2021-11-22 21:30:52.309,2022-12-15 01:00:01.995,268587706,,,,,
"van Meeteren, Duncan",van Meeteren,Duncan,,,,,2021-11-19 21:30:40.798,2024-02-05 21:30:56.491,268491186,,,,,Power Electronics
"Kannamplackal Abdul Azeez, Muhammad",Kannamplackal Abdul Azeez,Muhammad,,,,,2021-11-19 21:30:40.717,2023-09-05 21:32:25.296,268491181,,,,,Power Electronics
"Hasan Habib, Hasan",Hasan Habib,Hasan,,,,,2021-11-15 21:31:01.195,2023-12-31 21:30:34.321,268396310,,,,,
"Mu, Meiru",Mu,Meiru,,,,,2021-11-15 21:31:01.111,2023-11-14 21:30:06.733,268396301,0000000419501569,354893378,,,
"Nibaruta, Regis",Nibaruta,Regis,,,,,2021-11-15 21:31:01.021,2024-02-16 23:55:39.313,268396281,,,,0009-0000-0945-6598,Power Electronics
"te Braake, Eline",te Braake,Eline,,,,,2021-11-15 21:31:00.997,2024-02-06 03:02:18.901,268396270,,,,,Biomedical Signals and Systems
"Dal, Giso",Dal,Giso,,,,,2021-11-02 21:30:38.671,2024-02-29 21:30:27.719,267792248,0000000507093104,,,0000-0001-6283-4447,
"Dietz, Christian",Dietz,Christian,,,,,2021-11-01 21:30:43.886,2024-03-14 00:05:16.472,267681339,,,,,Design and Analysis of Communication Systems
"Puylaert, Ben",Puylaert,Ben,,,,,2021-11-01 21:30:43.777,2023-11-01 21:30:07.802,267681311,,,,,Power Electronics
"Wotte, Yannik",Wotte,Yannik,,,,"Wotte, Yannik Paul",2021-11-01 21:30:43.57,2024-03-02 23:59:40.028,267681260,,,,,Robotics and Mechatronics
"Mulazimoglu, Emre",Mulazimoglu,Emre,,,,,2021-11-01 21:30:43.453,2023-10-01 21:30:55.45,267681223,,,,,Nano Electronics
"Elderhorst, Tim",Elderhorst,Tim,,,,,2021-10-06 21:30:38.104,2023-10-17 21:30:05.864,266419964,,,,,
"Degen, Bernhard",Degen,Bernhard,,,,,2021-10-01 21:31:36.219,2023-10-02 21:30:24.334,266186200,,,,0000-0002-7035-8062,Design and Analysis of Communication Systems | Digital Society Institute
"Maartens, Erik",Maartens,Erik,,,,,2021-10-01 21:31:36.212,2024-03-02 23:53:18.412,266186192,,,55967109400,,TechMed Centre | TechMed Education | TechMed Infra
"Schwab, Bettina",Schwab,Bettina,http://www.bettina-schwab.net | https://www.linkedin.com/in/bettina-schwab-4a505327b/,,,,2021-10-01 21:31:35.518,2024-03-15 23:56:53.799,266186053,0000000419512428,355189933,55680866600,0000-0003-1428-4836,Biomedical Signals and Systems | TechMed Centre
"Zhang, Jun-Hao",Zhang,Jun-Hao,,,,,2021-10-01 21:31:35.254,2023-09-05 21:31:00.818,266186027,,,,,Biomedical Signals and Systems | TechMed Centre
"Gabellieri, Chiara",Gabellieri,Chiara,,,,,2021-10-01 21:31:35.065,2024-02-16 11:43:17.538,266186000,,,,,Robotics and Mechatronics
"Rossanigo, Rachele",Rossanigo,Rachele,,,,,2021-10-01 21:31:35.004,2022-12-15 00:59:43.455,266185991,,,,,
"Madannejad, Alireza",Madannejad,Alireza,,,,,2021-10-01 21:31:34.793,2022-12-15 00:59:42.915,266185954,,,,,
"Sahin, Sevil",Sahin,Sevil,,,,,2021-10-01 21:31:33.981,2023-10-01 21:31:27.908,266185857,,,,,Biomedical and Environmental Sensorsystems
"Eskandari, Reyhaneh",Eskandari,Reyhaneh,,,,,2021-10-01 21:31:33.817,2024-03-08 23:54:43.769,266185826,,,,,Digital Society Institute | Power Electronics
"Struzhko, Ivan",Struzhko,Ivan,,,,,2021-10-01 21:31:33.698,2023-11-05 23:54:32.519,266185804,,,,,Power Electronics
"Feloups, Cathrine",Feloups,Cathrine,https://www.linkedin.com/in/cathrine-feloups-829077a0/,"Feloups, Cathrine E.S.",,,2021-10-01 21:31:33.683,2023-11-03 23:55:15.155,266185796,0000000512774684,,57202195931,0000-0002-2564-9442,Power Electronics
"Qazi, Sohaib Shafat",Qazi,Sohaib Shafat,https://www.linkedin.com/in/sohaibqazi39/,,,"Qazi, Sohaib",2021-10-01 21:31:33.614,2024-02-21 08:30:45.922,266185789,0000000514189817,,,0000-0002-8357-9219,Power Electronics
"Rendon Velez, Simon",Rendon Velez,Simon,,,,,2021-10-01 21:31:33.462,2023-09-05 21:33:25.325,266185763,,,,,Power Electronics | TechMed Centre
"Rook, Jeroen",Rook,Jeroen,https://www.linkedin.com/in/jeroen-rook/,,,,2021-09-15 21:30:37.309,2024-02-22 12:04:00.452,265615393,0000000514193090,,,0000-0002-3921-0107,Datamanagement & Biometrics
"Gillani, Ghayoor",Gillani,Ghayoor,,,,,2021-09-14 21:30:37.246,2024-03-08 23:59:30.707,265591405,,,,,Computer Architecture Design and Test for Embedded Systems
"Stam, Lotte",Stam,Lotte,,,,,2021-09-08 21:30:33.653,2022-12-15 00:59:35.738,265379873,,,,,
"Mr. Porcini, Francesco",Mr. Porcini,Francesco,,,,,2021-09-01 21:31:14.75,2022-12-15 00:59:35.515,265166733,,,,,
"Russcher, Roelofje",Russcher,Roelofje,,,,,2021-09-01 21:31:14.106,2023-03-15 12:56:05.038,265166580,,,,,
"van de Ven, Coen",van de Ven,Coen,,,,,2021-09-01 21:31:13.231,2024-02-27 23:57:09.957,265166390,,,,,Radio Systems
"Dr. Greco, Antonio",Dr. Greco,Antonio,,,,,2021-09-01 21:31:12.99,2023-03-15 12:58:43.9,265166347,,,,,
"Riego, Virginia",Riego,Virginia,,,,,2021-09-01 21:31:12.978,2024-02-11 23:53:13.518,265166339,,,,,
"Rajendra, Anojh Kumaran",Rajendra,Anojh Kumaran,,,,,2021-09-01 21:31:12.77,2023-09-05 21:35:44.696,265166291,,,,,Integrated Circuit Design
"Zhao, Hanqing",Zhao,Hanqing,,,,,2021-09-01 21:31:12.319,2023-09-05 21:33:36.922,265166172,,,,,Computer Architecture Design and Test for Embedded Systems
"Alcan, Veysel",Alcan,Veysel,,,,,2021-09-01 21:31:12.197,2023-03-15 12:56:05.401,265166136,,,,,
"Kamphuis, Maarten Jan Gerrit",Kamphuis,Maarten Jan Gerrit,,,,,2021-09-01 21:31:12.066,2023-09-05 21:36:19.671,265166108,,,,,MESA+ Institute | Nano Electronics
"Tan, Can Ozan",Tan,Can Ozan,,,,,2021-09-01 21:31:12.0,2024-02-25 03:15:53.406,265166090,0000000125308982,,8247074100,0000-0001-9673-9907,Robotics and Mechatronics | TechMed Centre
"Chen, Kuan-Hsun",Chen,Kuan-Hsun,http://khchen.eu | https://people.utwente.nl/k.h.chen,,,,2021-09-01 21:31:11.914,2024-03-06 23:55:55.486,265166064,0000000513509575,,57188573189,0000-0002-7110-921X,Computer Architecture Design and Test for Embedded Systems | Digital Society Institute
"Heskes, Amber",Heskes,Amber,,,,,2021-09-01 21:31:11.74,2023-09-05 21:34:21.844,265166026,,,,,Nano Electronics
"Guziczak, Lukasz",Guziczak,Lukasz,,,,,2021-09-01 21:31:11.648,2023-03-15 12:54:59.657,265165995,,,,,
"Geessinck, Marieke",Geessinck,Marieke,,,,,2021-08-24 21:30:31.791,2023-03-15 12:57:21.232,264931999,,,,,
"Bañol Arias, Maria",Bañol Arias,Maria,,"Bañol Arias, Maria Nataly","Bañol Arias, Nataly",,2021-08-02 21:30:35.895,2024-03-11 23:51:03.037,264261959,0000000512254654,,,0000-0001-9711-4626,Power Electronics
"Ridderbos, Joost",Ridderbos,Joost,,,,,2021-08-02 21:30:35.755,2024-02-09 23:55:59.983,264261923,0000000502953806,,55735172800,0000-0001-7406-9586,Nano Electronics
"Kendae Ramkumar, Viswesh",Kendae Ramkumar,Viswesh,,,,,2021-08-02 21:30:35.312,2023-09-05 21:33:27.649,264261864,,,,,Integrated Circuit Design
"Ottavi, Marco",Ottavi,Marco,,,,,2021-07-01 21:31:21.816,2024-03-18 00:06:33.455,256429677,0000000514174594,,23482610400,0000-0002-5064-7342,Computer Architecture Design and Test for Embedded Systems | Digital Society Institute
"Talavera Martínez, Estefanía",Talavera Martínez,Estefanía,https://estefaniatalavera.github.io/,,,"Talavera, Estefanía",2021-07-01 21:31:20.422,2024-03-14 23:58:28.938,256429477,0000000501319555,,56728092700,0000-0001-5918-8990,Datamanagement & Biometrics | Digital Society Institute
"Baysal Erez, Işıl",Baysal Erez,Işıl,,,,,2021-07-01 21:31:20.121,2023-12-05 22:28:40.374,256429446,,,,,Datamanagement & Biometrics
"Bulsink, Vera",Bulsink,Vera,,"Bulsink, Vera",,"Bulsink, V.E.",2021-06-25 21:30:26.814,2024-03-05 23:53:33.553,256212803,000000041956608X,354209574,48860971500,,
"Beuel, Marc",Beuel,Marc,,,,,2021-06-22 21:30:25.851,2023-09-05 21:32:10.476,256112162,,,,,MESA+ Institute | Nano Electronics
"Krol, Jorian Patrick",Krol,Jorian Patrick,,,,,2021-06-22 21:30:25.848,2023-09-05 21:32:57.373,256112157,,,,,Robotics and Mechatronics
"Zolfagharinejad, Mohamadreza",Zolfagharinejad,Mohamadreza,,,,,2021-06-01 21:30:50.303,2023-09-05 21:33:08.465,254870320,,,,,Nano Electronics
"Witmans, Femke",Witmans,Femke,,,,,2021-06-01 21:30:50.214,2023-09-05 21:33:21.551,254870302,,,,,MESA+ Institute | Nano Electronics
"Mertens, Alexander",Mertens,Alexander,,,,,2021-05-21 09:33:22.289,2024-01-02 00:05:12.146,254435327,0000000511243187,,,0000-0002-2335-2178,Robotics and Mechatronics
"van den Bogaard, Wilhelmus Hubertus Maria",van den Bogaard,Wilhelmus Hubertus Maria,,,,,2021-05-21 09:33:22.154,2023-09-05 21:34:06.604,254435300,,,,,Power Electronics
"Vaseur, Roswita",Vaseur,Roswita,,,,,2021-05-21 09:33:21.62,2024-02-26 23:53:20.272,254435192,,,,,Biomedical Signals and Systems
"Bergsma, Niels",Bergsma,Niels,,,,,2021-05-21 09:33:21.445,2023-12-05 21:30:17.742,254435152,,,,,Datamanagement & Biometrics
"Delgado Teran, Juan Daniel",Delgado Teran,Juan Daniel,,,,,2021-05-21 09:33:21.059,2023-09-05 21:36:32.114,254435056,,,,,Biomedical Signals and Systems
"Vashistha, Gaurang",Vashistha,Gaurang,,,,,2021-05-21 09:33:20.846,2022-12-15 01:02:33.788,254435011,,,,,
"Siering, Lara",Siering,Lara,,,,,2021-05-21 09:33:20.698,2023-05-01 21:30:50.659,254434999,,,,,Interaction Design | TechMed Centre
"van Putten, Sandra",van Putten,Sandra,,,,,2021-04-20 21:30:42.446,2022-12-15 01:02:31.684,253324355,,,,,
"Ballukja, Erjon",Ballukja,Erjon,,,,,2021-04-16 21:30:28.015,2024-01-31 21:30:14.779,253168149,,,,,
"Trautmann, Heike",Trautmann,Heike,https://www.linkedin.com/in/heike-trautmann-a6435733/,,,,2021-04-16 21:30:27.879,2024-03-15 23:52:15.79,253168129,0000000496462874,,,0000-0002-9788-8282,Datamanagement & Biometrics | Digital Society Institute
"van den Broek, Martin Rolf Pieter",van den Broek,Martin Rolf Pieter,https://www.linkedin.com/in/martin-van-den-broek-95b9801b7/,,"van den Broek, Martin R.P.",,2021-04-01 21:31:24.828,2024-01-19 14:01:46.457,252637017,0000000513631132,,,0009-0007-6424-9170,Biomedical and Environmental Sensorsystems
"Voskens, Frank Jan",Voskens,Frank Jan,https://www.linkedin.com/in/frankvoskens/,,"Voskens, Frank J.",,2021-04-01 21:31:23.895,2023-11-06 23:56:35.585,252636879,000000050774398X,,,,
"Santemiz, Pinar",Santemiz,Pinar,,,,,2021-03-23 21:30:29.05,2023-12-31 21:30:40.581,252305902,,,,,
"Okken, Boi",Okken,Boi,,,,,2021-03-18 21:42:38.688,2024-03-03 23:59:54.371,252056637,000000051230253X,,,0000-0002-4965-9645,Precision Engineering
"Gerats, Beerend",Gerats,Beerend,https://www.linkedin.com/in/beerendgerats/,"Gerats, Beerend George Antoine",,,2021-03-18 21:42:38.363,2024-02-07 23:54:04.231,252056602,0000000512717452,,57222726311,0000-0003-2570-1834,Digital Society Institute | Robotics and Mechatronics | TechMed Centre
"Hoitink, Roy",Hoitink,Roy,,,,,2021-03-18 21:42:38.078,2023-09-05 21:33:06.935,252056574,,,,,Biomedical and Environmental Sensorsystems
"Geerds, Merle Anne Joëlle",Geerds,Merle Anne Joëlle,,,,,2021-03-18 21:42:36.524,2024-02-06 23:56:11.355,252056412,,,,,Biomedical Signals and Systems
"Rietveld, Gerrit",Rietveld,Gerrit,,,"Rietveld, Gert",,2021-03-18 21:42:36.463,2024-03-14 23:53:59.671,252056403,0000000388530411,,6701390225,0000-0002-5239-4019,Power Electronics
"Abeln, Dorus Merlijn",Abeln,Dorus Merlijn,,,,,2021-03-18 21:42:36.282,2024-02-01 21:30:30.786,252056375,,,,,Computer Architecture Design and Test for Embedded Systems
"Ekelmans, Pepijn",Ekelmans,Pepijn,,,,,2021-03-18 21:42:35.406,2024-03-01 21:30:18.895,252056266,,,,,Radio Systems
"Coelho, Andre Fialho",Coelho,Andre Fialho,,,,,2021-03-18 21:42:34.182,2024-02-20 23:54:14.358,252056129,0000000513966899,,,,
"Abbing, Julian Ronald",Abbing,Julian Ronald,https://www.linkedin.com/in/julian-ronald-abbing/,,,"Abbing, Julian R.",2021-03-18 21:42:33.983,2023-11-06 23:50:33.241,252056101,0000000511336981,,,0000-0001-6899-1048,Digital Society Institute | Robotics and Mechatronics | TechMed Centre
"Savklıyıldız, Ayhan",Savklıyıldız,Ayhan,,,,,2021-03-18 21:42:33.802,2022-12-15 01:02:13.301,252056083,,,,,
"Niehaves, Erik",Niehaves,Erik,,,,,2021-03-18 21:42:33.56,2022-12-15 01:02:12.879,252056056,,,,,
"Kramer, Nick",Kramer,Nick,,,,,2021-03-18 21:42:32.133,2023-03-15 12:57:25.032,252055931,,,,,
"Amr Ibrahim Madi, Amr",Amr Ibrahim Madi,Amr,,,,,2021-03-18 21:42:31.585,2024-03-03 23:59:28.307,252055886,,,,,Power Electronics
"Wang, Lei",Wang,Lei,,,,,2021-03-18 21:42:31.394,2024-01-12 23:51:09.322,252055867,,,,,Power Electronics
"Pelgrim, Gert Jan",Pelgrim,Gert Jan,,,,,2021-03-18 21:39:22.329,2024-03-07 23:56:45.018,252028808,0000000460235063,,55548207400,0000-0001-6626-7793,
"Legaspi, Patrice Abbie David",Legaspi,Patrice Abbie David,,,,,2021-03-18 21:39:21.381,2024-03-01 21:30:42.824,252028644,,,,,Digital Society Institute | Integrated Circuit Design | MESA+ Institute
"Sulaeman Islahuzzaman, Ilman",Sulaeman Islahuzzaman,Ilman,,,,,2021-03-18 21:39:21.294,2024-02-06 23:57:53.501,252028621,,,,,MESA+ Institute | Power Electronics
"Rangel Carneiro Magalhaes, Syllas",Rangel Carneiro Magalhaes,Syllas,https://www.linkedin.com/in/syllas-rangel-carneiro-magalhães-0258a9181/ | https://www.researchgate.net/profile/Syllas-Magalhaes,,,,2021-03-18 21:39:21.035,2024-03-15 23:52:30.03,252028581,0000000509780135,,,0000-0002-0522-6098,Design and Analysis of Communication Systems | Digital Society Institute
