Name,Last name,First name(s),Links,Former name,Known as name,Default publishing name,Created date,Last modified date,Pure ID,ISNI,Digital author ID,Scopus Author ID,ORCID,Organisational unit name
"Wanders, Ivor",Wanders,Ivor,,,,,2017-05-10 13:00:57.627,2023-09-01 23:52:43.815,3125149,,399224815,,,
"Jovanovic, D.S.",Jovanovic,D.S.,,,,,2017-05-10 13:00:57.261,2022-12-16 23:55:01.956,3125055,0000000391528830,292918550,,,
"El Achi, Nassim",El Achi,Nassim,,,,,2017-05-10 13:00:57.143,2022-12-15 00:48:42.659,3125021,,,,,
"Trieschnigg, Rudolf Berend",Trieschnigg,Rudolf Berend,,,,,2017-05-10 13:00:54.646,2024-03-01 23:56:16.232,3124511,0000000393535110,,23013092400,,Datamanagement & Biometrics
"Veldhuis, Raymond",Veldhuis,Raymond,,,,,2017-05-10 13:00:54.453,2024-03-17 23:54:22.079,3124471,0000000082496994,,6603711301,0000-0002-0381-5235,Datamanagement & Biometrics
"Leinweber, Felix C.",Leinweber,Felix C.,,,,,2017-05-10 13:00:54.148,2024-03-01 23:54:20.762,3124402,0000000021313082,322730287,,,
"Kohlheyer, Dietrich",Kohlheyer,Dietrich,https://www.researchgate.net/profile/Dietrich-Kohlheyer,,,,2017-05-10 13:00:53.545,2024-01-29 00:03:48.488,3124285,0000000393145956,311393349,8508133600,0000-0001-6215-1857,
"Morshed, Sarwar",Morshed,Sarwar,https://www.linkedin.com/in/sarwarmorshed04/ | https://www.researchgate.net/profile/Sarwar-Morshed-3,,,,2017-05-10 13:00:52.02,2023-10-31 23:57:10.385,3123954,0000000419557538,364409649,,,
"Doll, Robert J.",Doll,Robert J.,https://www.linkedin.com/in/robertjandoll/ | https://www.researchgate.net/profile/Robert-Doll,,,,2017-05-10 13:00:50.865,2024-01-30 23:54:17.319,3123728,000000041950505X,355012170,56050116000,0000-0002-7551-9072,
"Fumagalli, Matteo",Fumagalli,Matteo,,,,,2017-05-10 13:00:50.48,2024-03-15 23:54:49.792,3123661,0000000419550045,36421354X,35302075300,,
"Brunink, Jozef Antonius Johannes",Brunink,Jozef Antonius Johannes,,"Brunink, Jos","Brunink, J.A.J.",,2017-05-10 13:00:50.472,2023-10-24 23:58:50.585,3123657,,112418163,,,
"ten Have, Bas",ten Have,Bas,https://www.linkedin.com/in/bas-ten-have-758677119/ | https://www.researchgate.net/profile/Bas-Ten-Have,,,,2017-05-10 13:00:48.567,2024-01-09 23:54:29.235,3123256,0000000508169107,,56845802100,0000-0001-5438-5741,
"Kobus, T.",Kobus,T.,,,,,2017-05-10 13:00:47.629,2022-12-15 00:48:18.567,3123053,,,,,
"Fleuren, Judith Francina Maria",Fleuren,Judith Francina Maria,https://www.linkedin.com/in/judith-fleuren-37b40246/,,"Fleuren, Judith F.M.",,2017-05-10 13:00:47.056,2024-03-07 23:51:08.772,3122933,0000000389371467,322343712,,,
"Boers, Anna Maria Merel",Boers,Anna Maria Merel,,,"Boers, Anna M.M.",,2017-05-10 13:00:45.886,2024-03-03 23:57:57.052,3122681,0000000452602046,390729264,55837454600,0000-0002-3950-1561,
"Konijnendijk, Annemieke Ariënne Johanneke",Konijnendijk,Annemieke Ariënne Johanneke,,,"Konijnendijk, Annemieke",,2017-05-10 13:00:45.417,2024-02-20 23:58:15.648,3122580,0000000419509384,345797299,56259211700,0000-0002-0311-2572,Health Sciences
"Folmer, Hendrik Hendrikus",Folmer,Hendrik Hendrikus,,,,,2017-05-10 13:00:45.358,2023-07-31 23:52:16.197,3122563,,,,,Computer Architecture Design and Test for Embedded Systems | Digital Society Institute
"Clavijo Cedeno, C.E.",Clavijo Cedeno,C.E.,,,,,2017-05-10 13:00:43.843,2022-12-15 00:48:09.577,3122222,,328295388,,,
"Pichel, Marc Philippe",Pichel,Marc Philippe,,,"Pichel, Marc P.",,2017-05-10 13:00:43.581,2023-10-11 23:55:18.654,3122161,0000000503951423,,55921703800,,
"Karatsidis, Angelos ",Karatsidis,Angelos,http://linkedin.com/in/karatsidis | http://twitter.com/karatsidis | https://www.mendeley.com/profiles/angelos-karatsidis/ | https://www.researchgate.net/profile/Angelos_Karatsidis,"Καρατσίδης, Άγγελος","Karatsidis, Angelos ","Karatsidis, Angelos",2017-05-10 13:00:42.768,2024-02-26 23:51:23.093,3121986,0000000507746494,,57192812821,0000-0001-6474-9377,
"Jongerden, Marijn Remco",Jongerden,Marijn Remco,,,,,2017-05-10 13:00:41.666,2024-03-04 23:55:23.138,3121793,,,,,
"van der Tang, J.D.",van der Tang,J.D.,,,,,2017-05-10 13:00:41.169,2023-03-23 23:53:46.623,3121694,0000000034019923,242191312,,,
"Groenhuis, Vincent",Groenhuis,Vincent,,,,,2017-05-10 13:00:39.627,2024-03-09 23:51:24.618,3121354,0000000502635496,,,,Digital Society Institute | Robotics and Mechatronics | TechMed Centre
"Monaghan, C.C.",Monaghan,C.C.,,,,,2017-05-10 13:00:39.468,2023-04-27 23:55:43.695,3121300,0000000391060342,318932989,,,
"Moekotte, E.",Moekotte,E.,,,,,2017-05-10 13:00:35.272,2022-12-15 00:47:49.618,3120399,,,,,
"de Vries, Roelof Anne Jelle",de Vries,Roelof Anne Jelle,,,"de Vries, Roelof A.J.",,2017-05-10 13:00:34.686,2024-03-11 23:53:36.6,3120270,0000000503363074,,57188567833,,
"Carloni, Raffaella ",Carloni,Raffaella,https://www.linkedin.com/in/raffaella-carloni-17903a64/ | https://www.researchgate.net/profile/Raffaella-Carloni,,,,2017-05-10 13:00:34.554,2024-03-12 23:51:54.866,3120238,0000000389920438,,6506682252,0000-0002-6051-4332,
"Zhao, Yong",Zhao,Yong,,,,,2017-05-10 13:00:33.435,2024-03-18 23:51:23.582,3119970,0000000502677514,370544714,,,
"Jahya, Alex",Jahya,Alex,,,,,2017-05-10 13:00:33.257,2024-03-07 23:53:30.838,3119936,0000000390063808,340218088,,,
"Kurtin, Philip Sebastian",Kurtin,Philip Sebastian,,"Wilmanns, Philip Sebastian","Kurtin, Philip S.",,2017-05-10 13:00:33.255,2023-02-11 23:50:52.52,3119935,0000000502852685,,57189461178,0000-0001-8132-0409,
"van den Beld, Wesley Theodorus Eduardus",van den Beld,Wesley Theodorus Eduardus,,,"van den Beld, Wesley",,2017-05-10 13:00:33.089,2024-02-23 23:52:51.496,3119893,0000000452512534,,56121736700,0000-0002-5449-3838,MESA+ Institute | XUV Optics
"Toersche, Hermen",Toersche,Hermen,,,,,2017-05-10 13:00:32.802,2024-01-07 23:54:50.918,3119855,0000000389352397,341348317,,,
"de By, Rudolphus",de By,Rudolphus,,,"de By, Rolf","de By, R.A.",2017-05-10 13:00:32.624,2024-03-09 23:54:30.809,3119810,0000000117428394,,6603033059,,Department of Geo-information Processing | Digital Society Institute | Faculty of Geo-Information Science and Earth Observation | UT-I-ITC-STAMP
"Sun, H.",Sun,H.,,,"Sun, Hao",,2017-05-10 13:00:32.5,2024-01-06 23:55:08.543,3119778,,,,,
"Amir, Saifullah",Amir,Saifullah,,,,,2017-05-10 13:00:32.345,2024-02-26 23:52:47.207,3119743,0000000452591471,392799502,,0000-0002-6337-2261,
"Raiola, Gennaro ",Raiola,Gennaro,,,,,2017-05-10 13:00:32.33,2024-03-15 23:51:22.704,3119741,,,,,
"Solsona, Miguel ",Solsona,Miguel,,,,,2017-05-10 13:00:32.052,2024-02-28 23:56:23.044,3119692,0000000503365280,,57193008843,,
"Odijk, Mathieu",Odijk,Mathieu,http://www.researcherid.com/rid/I-5880-2012 | https://scholar.google.nl/citations?user=ZDb3670AAAAJ&hl=en,,,,2017-05-10 13:00:29.622,2024-03-17 23:53:43.327,3119172,0000000393819930,,25626634900,0000-0002-4467-9604,Biomedical and Environmental Sensorsystems | MESA+ Institute
"Bultstra, G.",Bultstra,G.,,,,,2017-05-10 13:00:28.81,2024-01-09 23:51:34.523,3118992,0000000387989423,297551922,,,
"Annema, Anne J.",Annema,Anne J.,,,,,2017-05-10 13:00:28.134,2024-03-15 23:54:26.133,3118842,0000000030303994,,35607107800,0000-0001-8164-3064,Digital Society Institute | Integrated Circuit Design
"Ma, H.",Ma,H.,,,,,2017-05-10 13:00:27.552,2024-02-07 23:55:47.23,3118738,,371240964,,,
"Golo, G.",Golo,G.,,,,,2017-05-10 13:00:26.884,2024-02-26 23:50:24.108,3118570,0000000395815896,212868640,,,
"Buurke, Jaap Hilbert",Buurke,Jaap Hilbert,https://www.linkedin.com/in/jaap-buurke-7765a317/ | https://www.researchgate.net/profile/Jaap-Buurke,"Buurke, Jacob Hilbert","Buurke, Jaap H.",,2017-05-10 13:00:26.415,2024-03-18 00:08:24.346,3118460,0000000392621607,,26326698400,0000-0003-4323-1047,Biomedical Signals and Systems
"Pantaleoni, R.",Pantaleoni,R.,,,,,2017-05-10 13:00:25.523,2022-12-15 00:47:26.034,3118293,,,,,
"Schuurmans, Jan",Schuurmans,Jan,https://www.researchgate.net/profile/Jan-Schuurmans/,,,,2017-05-10 13:00:24.68,2024-02-08 23:55:43.325,3118104,0000000397063173,163101442,,,
"de Vries, Theodorus J.A.",de Vries,Theodorus J.A.,,,"de Vries, Theo J.A.",,2017-05-10 13:00:24.497,2024-03-15 23:51:17.022,3118063,0000000398588369,,,,
"Staal, Steven S.",Staal,Steven S.,https://www.linkedin.com/in/steven-staal-4783351/,,,,2017-05-10 13:00:23.265,2024-03-01 23:52:08.498,3117788,0000000392539582,331693216,,,
"Firrao, E.L.",Firrao,E.L.,,"Firrao, Ettore Lorenzo",,,2017-05-10 13:00:22.656,2023-10-23 23:50:45.646,3117670,0000000392151078,314406611,,0000-0003-1655-2232,
"Sprenkels, A.J.",Sprenkels,A.J.,,,,,2017-05-10 13:00:22.48,2024-03-15 23:50:50.074,3117633,0000000394805370,073505080,6603653817,,
"Tong, Duy Hien",Tong,Duy Hien,,,"Tong, Hien D.",,2017-05-10 13:00:22.121,2024-02-23 23:52:18.337,3117544,0000000394090336,,7201359741,0000-0001-5632-6307,
"Boudali, H.",Boudali,H.,,,,,2017-05-10 13:00:21.829,2024-02-11 23:53:05.823,3117489,0000000397054787,322817323,,,
"Albers, Hans",Albers,Hans,,,,,2017-05-10 13:00:21.578,2024-02-06 23:56:28.792,3117441,0000000397054349,068394888,,,
"van Son, Robert",van Son,Robert,,,,,2017-05-10 13:00:21.226,2023-09-01 23:57:59.142,3117349,,,,,
"Aznar Alonso, M.A.",Aznar Alonso,M.A.,,,,,2017-05-10 13:00:20.641,2024-01-30 23:50:56.85,3117223,0000000397051818,324416458,55978214500,,
"Mihajlovic, V.",Mihajlovic,V.,,,,,2017-05-10 13:00:20.017,2023-11-05 23:54:23.238,3117103,0000000387640467,230180574,,,
"Castellone, P.",Castellone,P.,,,,,2017-05-10 13:00:19.57,2022-12-15 00:47:11.722,3117001,0000000387153167,338542655,,,
"Liedtke, C.B.",Liedtke,C.B.,,,,,2017-05-10 13:00:19.232,2024-02-19 23:52:08.843,3116947,0000000394914016,315282398,,,
"Zhang, W.",Zhang,W.,,,"Zhang, Wen",,2017-05-10 13:00:19.02,2024-03-17 00:07:02.953,3116870,0000000393372550,342090410,,0000-0003-2293-099X,
"Chatterjea, Supriyo",Chatterjea,Supriyo,,,,,2017-05-10 13:00:17.465,2024-02-20 23:54:33.372,3116515,000000039533710X,314423044,,,
"Bekooij, Marco Jan Gerrit",Bekooij,Marco Jan Gerrit,,,"Bekooij, Marco J.G.",,2017-05-10 13:00:17.274,2024-03-16 23:51:12.011,3116482,0000000391557252,,,,Computer Architecture Design and Test for Embedded Systems | Digital Society Institute
"Gang, Tian",Gang,Tian,,,,,2017-05-10 13:00:15.998,2024-03-04 23:53:29.707,3116210,0000000395036008,323554059,,,
"Assaad, W.",Assaad,W.,,,,,2017-05-10 13:00:15.835,2024-03-07 23:55:21.614,3116175,000000038790678X,314643451,56609173500,,
"Erman-Tüysüz, A.",Erman-Tüysüz,A.,,,,,2017-05-10 13:00:15.699,2023-11-22 23:54:57.801,3116147,0000000387039284,323406874,,,
"Asthana, Ashish",Asthana,Ashish,,,,,2017-05-10 13:00:15.256,2024-03-06 23:53:34.39,3116032,,,,,
"Zeng, Dan ",Zeng,Dan,,,,,2017-05-10 13:00:15.133,2024-03-10 23:53:23.667,3116012,,,56647484000,,
"Wac, K.E.",Wac,K.E.,,,,,2017-05-10 13:00:14.984,2023-12-14 00:00:27.354,3115980,0000000395645540,322914302,,,
"Quintero Pulido, Diego Fernando",Quintero Pulido,Diego Fernando,,,,,2017-05-10 13:00:14.635,2024-01-22 23:51:08.587,3115904,0000000503352383,,57204199560,0000-0002-7292-6465,
"Krol, Thijs",Krol,Thijs,,,,,2017-05-10 13:00:13.426,2023-05-22 11:56:31.614,3115658,0000000353377197,087267217,,,
"Blanken, Henk",Blanken,Henk,,,,,2017-05-10 13:00:12.274,2023-12-24 23:56:49.863,3115423,0000000107762399,070156255,,,
"Weusthof, Marcel H.H.",Weusthof,Marcel H.H.,,,,,2017-05-10 13:00:10.941,2023-12-17 23:54:58.337,3115116,000000038734430X,,,,Biomedical Signals and Systems | TechMed Centre
"Baratchi, Mitra ",Baratchi,Mitra,,,,,2017-05-10 13:00:10.7,2024-02-07 23:58:13.312,3115083,0000000419505711,,38361070000,0000-0002-1279-9310,
"Semenov, S.N.",Semenov,S.N.,,,,,2017-05-10 13:00:10.102,2024-03-04 23:54:31.384,3114968,0000000391474342,317339222,,,
"Huiting, Jordy",Huiting,Jordy,https://www.linkedin.com/in/jordy-huiting-371bb5115/,,,,2017-05-10 13:00:08.943,2023-12-17 23:57:16.691,3114765,0000000436367584,371229162,,,
"Muiser, Iwe",Muiser,Iwe,,,,,2017-05-10 13:00:08.297,2023-10-24 00:00:18.606,3114636,0000000419506538,355017563,,,
"Sukas, Sertan ",Sukas,Sertan,,,,,2017-05-10 13:00:07.995,2024-02-12 23:51:45.294,3114571,,,,,
"Qiao, Zhiliang",Qiao,Zhiliang,,,,,2017-05-10 13:00:06.684,2024-03-17 23:57:25.507,3114312,,,,,
"Thijssen, Bartholomeus Jacobus",Thijssen,Bartholomeus Jacobus,,,"Thijssen, Bart J.",,2017-05-10 13:00:05.82,2024-01-20 23:57:54.477,3114130,000000049549679X,,,,
"Chen, Tao",Chen,Tao,,,,,2017-05-10 13:00:05.212,2024-03-14 23:57:27.177,3114016,0000000502954198,,,,
"Wang, Lei",Wang,Lei,,,,,2017-05-10 13:00:04.75,2022-12-16 23:57:35.025,3113941,,355076934,,,
"Blaauboer, M.J.",Blaauboer,M.J.,,,,,2017-05-10 13:00:04.488,2022-12-15 00:46:34.936,3113890,,,,,
"Karagiannis, Georgios",Karagiannis,Georgios,,,,,2017-05-10 13:00:03.985,2024-03-14 00:00:32.062,3113781,0000000350314182,147558859,,,
"Amiguet-Vercher, Juan",Amiguet-Vercher,Juan,,,,,2017-05-10 13:00:03.75,2022-12-15 00:46:33.595,3113744,0000000419508656,355027208,,,
"Akshita, Akshita ",Akshita,Akshita,,,,,2017-05-10 13:00:03.706,2022-12-15 00:46:33.234,3113706,,,,,
"Mehendale, A.",Mehendale,A.,,,,,2017-05-10 13:00:02.665,2024-03-12 23:53:11.823,3113497,0000000394342193,315536721,,,
"Abayazid, Momen",Abayazid,Momen,,,,,2017-05-10 13:00:02.434,2024-03-08 23:55:01.208,3113457,0000000396953991,,54787379000,0000-0003-1857-5921,Digital Society Institute | Robotics and Mechatronics | TechMed Centre
"Brodskiy, Y.",Brodskiy,Y.,,,,,2017-05-10 13:00:01.732,2022-12-15 00:46:28.486,3113292,0000000392263301,333011511,,,
"Lechevallier, Joeri Boris",Lechevallier,Joeri Boris,,,,,2017-05-10 13:00:01.43,2024-03-05 23:55:45.927,3113240,0000000452565097,,,0000-0001-7053-7231,
"Broeders, Ivo Adriaan Maria Johannes",Broeders,Ivo Adriaan Maria Johannes,,,,,2017-05-10 13:00:01.226,2024-03-10 23:52:31.746,3113204,0000000387974037,,57199076500,,Robotics and Mechatronics | TechMed Centre
"Sheng, Xiaoqin",Sheng,Xiaoqin,,,,,2017-05-10 13:00:01.15,2023-02-01 23:55:02.753,3113188,0000000393014091,324408137,,,
"Ramaneti, R.",Ramaneti,R.,,,,,2017-05-10 13:00:00.243,2022-12-17 23:55:46.864,3112976,0000000395108788,312985398,,,
"Eijkel, Jan C.T.",Eijkel,Jan C.T.,,,,,2017-05-10 12:59:59.431,2024-03-18 00:02:03.429,3112815,0000000394691043,,7003738376,0000-0003-3325-419X,Biomedical and Environmental Sensorsystems
"Evers, Mirka",Evers,Mirka,,,,,2017-05-10 12:59:59.138,2024-01-01 23:58:46.015,3112763,,,57202603547,,
"Jacobs, J.W.M.",Jacobs,J.W.M.,,,,"Jacobs, Jan W.M.",2017-05-10 12:59:58.306,2022-12-15 00:46:20.401,3112589,0000000389625770,315425105,,,
"Li, Rongmei",Li,Rongmei,,,,,2017-05-10 12:59:56.485,2023-10-03 23:56:44.103,3112181,,338888047,,,
"Haverkort, Boudewijn Remigius Heinrich Maria",Haverkort,Boudewijn Remigius Heinrich Maria,,,"Haverkort, Boudewijn R.H.M.",,2017-05-10 12:59:56.281,2024-03-04 23:55:58.905,3112116,0000000114463952,,7003999015 (+1 more),0000-0002-0654-0740,
"Vermes, Ivan",Vermes,Ivan,,,,,2017-05-10 12:59:56.077,2024-03-13 23:52:24.968,3112059,0000000387573997,238538389,56243750600,,
"Pop, V.",Pop,V.,,,,,2017-05-10 12:59:55.958,2024-03-12 23:55:17.232,3112040,0000000055557341,310790840,,,
"Haji Ghasemi, Maryam ",Haji Ghasemi,Maryam,,,,,2017-05-10 12:59:55.004,2024-01-11 23:57:39.605,3111823,,,,,
"Sojoodi Farimani, Foad ",Sojoodi Farimani,Foad,,,,"Sojoodi Farimani, F.",2017-05-10 12:59:54.137,2023-12-27 23:52:59.93,3111613,,,,,
"van de Burgwal, Marcel Dominicus",van de Burgwal,Marcel Dominicus,https://www.linkedin.com/in/marcel-van-de-burgwal/,,"van de Burgwal, Marcel D.",,2017-05-10 12:59:53.847,2023-11-06 23:52:26.793,3111563,000000039521277X,322347580,,0000-0003-0912-7131,
"Bomer, Johan G.",Bomer,Johan G.,,,,,2017-05-10 12:59:52.971,2024-03-17 23:54:24.861,3111360,0000000389151704,,6602226804,,Biomedical and Environmental Sensorsystems | MESA+ Institute
"Vrooijink, G.J.",Vrooijink,G.J.,,,,,2017-05-10 12:59:52.142,2024-02-29 23:53:52.988,3111169,0000000503727325,,55921217900,,
"Heemstra de Groot, S.M.",Heemstra de Groot,S.M.,,,,,2017-05-10 12:59:51.145,2023-11-27 23:54:58.131,3110935,0000000389534721,079397859,,,
"Fokkinga, Martinus Maria",Fokkinga,Martinus Maria,https://www.linkedin.com/in/maarten-fokkinga-92aba675/,,"Fokkinga, Maarten M.",,2017-05-10 12:59:50.11,2023-12-01 23:54:07.084,3110702,0000000395962773,071715428,,,
"van der Zee, Ronan A.R.",van der Zee,Ronan A.R.,,,,,2017-05-10 12:59:49.289,2024-03-05 23:50:35.909,3110528,0000000394121454,,7007040526,0000-0002-2806-6525,Digital Society Institute | Integrated Circuit Design | MESA+ Institute
"Ni, Yunyun",Ni,Yunyun,,,,,2017-05-10 12:59:48.279,2024-01-08 23:51:35.489,3110323,000000039493405X,345794427,,,
"Wilterdink, R.J.W.",Wilterdink,R.J.W.,,,,,2017-05-10 12:59:47.686,2022-12-15 00:45:52.44,3110203,0000000394618612,339603739,,,
"Ferraye, Murielle Ursula",Ferraye,Murielle Ursula,,,,,2017-05-10 12:59:47.048,2024-02-28 23:55:02.643,3110056,,,,,
"Weustink, P.B.T.",Weustink,P.B.T.,,,,,2017-05-10 12:59:46.823,2022-12-15 00:45:50.697,3110013,,,,,
"Baarsma, Jort",Baarsma,Jort,,,,,2017-05-10 12:59:46.53,2022-12-15 00:45:50.297,3109974,,,,,
"Groen, F.N.J.",Groen,F.N.J.,,,,,2017-05-10 12:59:45.459,2022-12-15 00:45:47.393,3109725,0000000393180209,331536854,,,
"Dulman, S.O.",Dulman,S.O.,,,,,2017-05-10 12:59:44.629,2024-03-17 23:53:53.814,3109530,0000000389455708,239971329,,,
"Nguyen, Trieu",Nguyen,Trieu,,,,,2017-05-10 12:59:44.31,2023-12-01 23:52:08.578,3109430,,35492818X,56433774000,,
"van Manen, Labrinus ",van Manen,Labrinus,,,,,2017-05-10 12:59:43.822,2022-12-15 00:45:43.008,3109330,,,,,
"Kooi, Berend Jan",Kooi,Berend Jan,https://www.researchgate.net/profile/Bj-Kooi/,,"Kooi, Bart J.",,2017-05-10 12:59:42.393,2024-03-01 23:54:58.336,3108926,0000000394658833,140660100,7005552207,,
"Tiflidis, Christina ",Tiflidis,Christina,,,,,2017-05-10 12:59:41.266,2024-01-01 23:58:23.471,3108680,0000000502693725,,,0000-0003-3173-4536,
"Tjin-Kam-Jet, Kien",Tjin-Kam-Jet,Kien,,,,,2017-05-10 12:59:40.923,2024-01-07 23:57:41.587,3108613,0000000388857799,326156445,,,
"Mijatovic, D.",Mijatovic,D.,,,,,2017-05-10 12:59:40.755,2023-11-07 23:51:35.347,3108573,000000039346448X,26543856X,,,
"Le The, Hai ",Le The,Hai,https://www.researchgate.net/profile/Hai_Le_The,,,,2017-05-10 12:59:39.995,2024-03-15 23:53:58.575,3108448,0000000485832489,,57193489305,0000-0002-3153-2937,
"Segers, Tim Joseph",Segers,Tim Joseph,,,,,2017-05-10 12:59:39.063,2024-03-17 23:57:57.919,3108225,0000000452644289,,49864375900,0000-0001-5428-1547,Biomedical and Environmental Sensorsystems | MESA+ Institute | TechMed Centre
"Hamaza, Salua",Hamaza,Salua,,,,,2017-05-10 12:59:37.352,2024-01-24 00:01:02.784,3107903,,,,,
"Le, V.M.",Le,V.M.,,,,,2017-05-10 12:59:37.145,2022-12-15 00:45:27.157,3107851,0000000388337929,322702283,,,
"Gerards, Marco Egbertus Theodorus",Gerards,Marco Egbertus Theodorus,,,"Gerards, Marco E. T.","Gerards, Marco E. T.",2017-05-10 12:59:36.181,2024-02-27 23:52:55.915,3107626,0000000391642967,,35317445000,0000-0002-3870-4826,Computer Architecture Design and Test for Embedded Systems | Digital Society Institute
"Kuntz, G.W.M.",Kuntz,G.W.M.,,"Kuntz, Georg Wolfgang Matthias","Kuntz, Matthias",,2017-05-10 12:59:35.714,2024-02-11 23:51:55.804,3107536,0000000020628701,323971733,,,
"van Leeuwen, M.G.",van Leeuwen,M.G.,,,,,2017-05-10 12:59:33.535,2024-01-22 23:54:00.028,3107077,0000000394325692,310262321,,,
"Maschke, B.M.",Maschke,B.M.,,,"Maschke, Bernhard M.J.",,2017-05-10 12:59:33.184,2024-03-03 23:52:11.805,3106949,0000000386699096,089835689,,,
"San Segundo Bello, David",San Segundo Bello,David,https://www.linkedin.com/in/davidsansegundobello/ | https://www.researchgate.net/profile/David-San-Segundo-Bello,,,,2017-05-10 12:59:32.044,2024-03-02 23:56:56.069,3106694,0000000387761082,311394345,,0000-0003-4939-1877,
"Mahfouz, Zaher",Mahfouz,Zaher,,,,,2017-05-10 12:59:30.776,2024-03-03 23:53:19.657,3106387,0000000512603682,,57223339743 (+1 more),0000-0003-2167-8809,Digital Society Institute | Radio Systems
"van Breemen, A.J.N.",van Breemen,A.J.N.,,,,,2017-05-10 12:59:30.005,2023-07-10 23:59:04.507,3106252,0000000391646810,224272810,,,
"Mekenkamp, G.E.",Mekenkamp,G.E.,,,,,2017-05-10 12:59:29.905,2022-12-15 00:45:09.57,3106240,0000000389074120,166201235,,,
"Postma, André",Postma,André,,,,,2017-05-10 12:59:29.185,2023-03-03 15:21:06.597,3106066,0000000394268763,147848008,,,
"Kappert, Kilian Derk Rinse",Kappert,Kilian Derk Rinse,,,,,2017-05-10 12:59:29.027,2024-01-18 23:50:57.582,3106038,0000000502618231,,57208187233,0000-0002-1278-205X,Biomedical Photonic Imaging | TechMed Centre
"Vollertsen, Anke Ricarda",Vollertsen,Anke Ricarda,,,"Vollertsen, Anke R.",,2017-05-10 12:59:28.841,2024-03-05 23:52:17.394,3105995,0000000502783341,,,0000-0002-6480-955X,Applied Stem Cell Technologies
"Bouwman, W.M.",Bouwman,W.M.,,,,,2017-05-10 12:59:28.543,2022-12-15 00:45:06.266,3105935,0000000390079324,328221503,,,
"Schwarz, Anne ",Schwarz,Anne,,,,,2017-05-10 12:59:28.285,2024-03-03 23:54:01.682,3105882,0000000502765186,,,0000-0001-8943-5673,
"Kolesnichenko, Anna V.",Kolesnichenko,Anna V.,https://www.linkedin.com/in/annakolesnichenko/ | https://www.researchgate.net/profile/Anna_Kolesnichenko,,,,2017-05-10 12:59:27.083,2023-07-22 23:58:46.909,3105558,0000000393483752,339232706,,,
"van Riel, W.J.B.M.",van Riel,W.J.B.M.,,,,,2017-05-10 12:59:26.558,2023-05-24 23:56:57.213,3105437,0000000389449092,322614481,,,
"Weenk, Dirk",Weenk,Dirk,https://www.linkedin.com/in/dweenk/ | https://www.researchgate.net/profile/Dirk-Weenk,,,,2017-05-10 12:59:26.494,2023-12-01 23:57:32.804,3105423,0000000391878064,339603208,,,
"Sistermans, D.J.M.",Sistermans,D.J.M.,,,,,2017-05-10 12:59:26.287,2022-12-15 00:45:00.657,3105375,,,,,
"Mathews, M.",Mathews,M.,,,,,2017-05-10 12:59:25.124,2024-03-12 23:52:07.526,3105120,0000000388019509,310473470,,,
"Griep, L.M.",Griep,L.M.,,"Gelderblom-Griep, Lonneke M.",,,2017-05-10 12:59:24.792,2024-02-27 23:54:33.769,3105041,0000000419568800,369276183,,,
"Zhu, Zhemin",Zhu,Zhemin,,,,,2017-05-10 12:59:24.605,2023-09-28 23:55:31.895,3104994,,355363321,55721614800,,
"Cloth, L.",Cloth,L.,,,,,2017-05-10 12:59:24.547,2023-12-31 23:56:32.83,3104984,0000000397235457,274062577,,,
"Misra, Sarthak",Misra,Sarthak,,,,"Misra, S.",2017-05-10 12:59:24.307,2024-03-18 23:57:25.136,3104900,0000000387741567,,57197507962 (+1 more),0000-0003-4961-0144,MESA+ Institute | Surgical Robotics | TechMed Centre
"Guo, Yuanqing",Guo,Yuanqing,,,,,2017-05-10 12:59:24.234,2024-01-26 03:01:31.973,3104881,0000000395572185,288675746,,,
"Edigarian, G.",Edigarian,G.,,,,,2017-05-10 12:59:24.09,2022-12-15 00:44:55.088,3104850,,,,,
"van Eenennaam, Martijn",van Eenennaam,Martijn,,,,,2017-05-10 12:59:23.939,2024-02-11 23:55:19.524,3104818,0000000395208543,322590175,,,
"van den Boogaart, M.A.F.",van den Boogaart,M.A.F.,,,,,2017-05-10 12:59:22.652,2023-07-01 23:57:23.73,3104545,,316127833,,,
"van Noort, Kim ",van Noort,Kim,https://www.linkedin.com/in/kim-van-noort-12b08470/ | https://www.researchgate.net/profile/Kim-Van-Noort-2,,,,2017-05-10 12:59:21.734,2024-01-07 23:52:56.291,3104377,000000051235150X,,57105489400,,
"Hermens, Hermanus J.",Hermens,Hermanus J.,,,"Hermens, Hermie J.","Hermens, Hermie",2017-05-10 12:59:21.546,2024-03-17 23:53:00.295,3104314,0000000028201235,,7003376318,,Biomedical Signals and Systems
"Castillo, O.",Castillo,O.,,,,,2017-05-10 12:59:21.543,2023-11-30 00:01:30.639,3104310,,,,,
"Lu, Zhou ",Lu,Zhou,,,,,2017-05-10 12:59:19.445,2024-02-28 23:56:49.927,3103830,,,,,
"Muthukrishnan, Kavitha",Muthukrishnan,Kavitha,,,,,2017-05-10 12:59:18.244,2024-02-16 00:09:09.385,3103582,0000000394930171,274059843,,,
"Shahriari, Navid ",Shahriari,Navid,,,,"Shahriari, N.",2017-05-10 12:59:17.046,2024-03-02 23:52:07.613,3103339,,,55921431100,,
"Evering, R.M.H.",Evering,R.M.H.,,,,,2017-05-10 12:59:16.019,2024-03-06 23:52:46.154,3103132,0000000391902650,339506938,,,
